Ensembl ID	Uniprot IDs	Length	Symbol
ENSG00000092140	F5GX24_HUMAN F8VY49_HUMAN F8W0F5_HUMAN G3V3B6_HUMAN G3V483_HUMAN G3V5B6_HUMAN H0YH90_HUMAN H0YI49_HUMAN G2E3_HUMAN	113700.99999999988	G2E3
ENSG00000092148	A0A087WVU6_HUMAN A0A087X2H1_HUMAN G3V4V5_HUMAN H0YJ72_HUMAN H0YJD4_HUMAN H0YJP0_HUMAN H0YJV8_HUMAN HECD1_HUMAN	60359.000000000065	HECTD1
ENSG00000092199	B2R5W2_HUMAN B4DSU6_HUMAN B4DY08_HUMAN G3V251_HUMAN G3V2D6_HUMAN G3V2H6_HUMAN G3V2Q1_HUMAN G3V3K6_HUMAN G3V4C1_HUMAN G3V4M8_HUMAN G3V4W0_HUMAN G3V555_HUMAN G3V575_HUMAN G3V576_HUMAN G3V5V7_HUMAN G3V5X6_HUMAN HNRPC_HUMAN	107692.99999999974	HNRNPC
ENSG00000092200	G3V236_HUMAN G3V3F7_HUMAN G3V3I7_HUMAN G3V577_HUMAN H0YIY1_HUMAN H0YJ18_HUMAN H0YJ99_HUMAN H0YJK6_HUMAN RPGR1_HUMAN	32794.99999999999	RPGRIP1
ENSG00000092201	G3V2X0_HUMAN G3V401_HUMAN G3V5A4_HUMAN SP16H_HUMAN	63363.00000000004	SUPT16H
ENSG00000092203	C9J919_HUMAN C9JNL1_HUMAN F8WBE8_HUMAN F8WC04_HUMAN F8WCL8_HUMAN TOX4_HUMAN	22751.00000000002	TOX4
ENSG00000092208	G5EA29_HUMAN H0YCF4_HUMAN H0YDP6_HUMAN H0YEL0_HUMAN GEMI2_HUMAN S4R421_HUMAN	22579.00000000002	GEMIN2
ENSG00000092295	A0A0G2JL93_HUMAN H0YKI6_HUMAN H0YLJ6_HUMAN H0YLT9_HUMAN H0YMQ8_HUMAN H0YN27_HUMAN H0YNM4_HUMAN TGM1_HUMAN		TGM1
ENSG00000092330	H0YKA6_HUMAN H0YKG7_HUMAN H0YL20_HUMAN H0YL96_HUMAN H0YLC9_HUMAN H0YMN3_HUMAN TINF2_HUMAN	15318.999999999985	TINF2
ENSG00000092345	E7EV40_HUMAN DAZL_HUMAN	180997.99999999988	DAZL
ENSG00000092377	TBL1Y_HUMAN	83514.99999999994	TBL1Y
ENSG00000092421	A0A0A0MQU6_HUMAN B3KU01_HUMAN D6RAG9_HUMAN D6RCR0_HUMAN E9PDV9_HUMAN H0Y8V9_HUMAN SEM6A_HUMAN	134343.00000000015	SEMA6A
ENSG00000092439	A0A0C4DGL2_HUMAN H0YLN8_HUMAN H0YNM0_HUMAN TRPM7_HUMAN	131318.9999999999	TRPM7
ENSG00000092445	H0YKZ2_HUMAN H0YN24_HUMAN H0YNK6_HUMAN H3BPR7_HUMAN TYRO3_HUMAN	41456.999999999985	TYRO3
ENSG00000092470	A0A0C4DFX7_HUMAN C9JE56_HUMAN WDR76_HUMAN	25911.999999999978	WDR76
ENSG00000092529	F8W8F5_HUMAN H3BMH1_HUMAN H3BNN7_HUMAN H3BS30_HUMAN H3BS77_HUMAN H3BSA2_HUMAN H3BUR3_HUMAN H3BUZ3_HUMAN H3BV08_HUMAN CAN3_HUMAN	54123.999999999985	CAPN3
ENSG00000092531	H3BM38_HUMAN H3BNE1_HUMAN H3BNG6_HUMAN H3BP15_HUMAN H3BPJ0_HUMAN H3BQY9_HUMAN H3BR18_HUMAN H3BR99_HUMAN H3BU94_HUMAN H3BV99_HUMAN SNP23_HUMAN	52818.99999999997	SNAP23
ENSG00000092607	Q5JT55_HUMAN TBX15_HUMAN	95816.00000000007	TBX15
ENSG00000092621	A0A286YER3_HUMAN A0A286YEZ0_HUMAN A0A286YF22_HUMAN A0A286YF34_HUMAN A0A286YF78_HUMAN A0A286YFA2_HUMAN A0A286YFB2_HUMAN A0A286YFC8_HUMAN A0A286YFE1_HUMAN A0A286YFF3_HUMAN A0A286YFK5_HUMAN A0A286YFL2_HUMAN A0A286YFM8_HUMAN A0A2C9F2M7_HUMAN SERA_HUMAN	106511.00000000019	PHGDH
ENSG00000092758	CO9A3_HUMAN Q4VXW1_HUMAN	53672.00000000007	COL9A3
ENSG00000092820	E7EQR4_HUMAN EZRI_HUMAN	24915.999999999996	EZR
ENSG00000092841	B7Z6Z4_HUMAN F8VPF3_HUMAN F8VXL3_HUMAN F8VZU9_HUMAN F8W180_HUMAN F8W1R7_HUMAN G3V1V0_HUMAN G3V1Y7_HUMAN G8JLA2_HUMAN H0YI43_HUMAN J3KND3_HUMAN MYL6_HUMAN	60721.00000000001	MYL6
ENSG00000092847	A0A0U1RQZ8_HUMAN Q5TA58_HUMAN AGO1_HUMAN	5336.000000000005	AGO1
ENSG00000092850	E9PRS9_HUMAN H0YD25_HUMAN TEKT2_HUMAN	49749.999999999854	TEKT2
ENSG00000092853	E7ESG2_HUMAN CLSPN_HUMAN	4200.999999999995	CLSPN
ENSG00000092871	C9JE27_HUMAN J3KSI3_HUMAN J3KSU7_HUMAN J3QR17_HUMAN RFFL_HUMAN	17492.99999999999	RFFL
ENSG00000092929	K7EIH3_HUMAN K7ELN2_HUMAN K7EM66_HUMAN K7EMK8_HUMAN K7EN29_HUMAN K7EN81_HUMAN K7EQ37_HUMAN UN13D_HUMAN	83330.00000000009	UNC13D
ENSG00000092931	K7ELU3_HUMAN K7EM95_HUMAN K7EMP0_HUMAN K7EQL2_HUMAN K7ERE5_HUMAN K7ES57_HUMAN K7ES99_HUMAN K7ESK9_HUMAN MFS11_HUMAN	144157.00000000003	MFSD11
ENSG00000092964	A0A1C7CYX9_HUMAN E5RFU4_HUMAN DPYL2_HUMAN	45584.99999999998	DPYSL2
ENSG00000092969	TGFB2_HUMAN	204091.00000000058	TGFB2
ENSG00000092978	GPTC2_HUMAN	98384.99999999983	GPATCH2
ENSG00000093000	A0A0G2JI20_HUMAN A0A0G2JIF9_HUMAN B0QY21_HUMAN B1AHA5_HUMAN F2Z3L9_HUMAN NUP50_HUMAN X6RKQ2_HUMAN	41153.99999999999	NUP50
ENSG00000093009	C9J911_HUMAN C9K087_HUMAN H7BZ91_HUMAN CDC45_HUMAN	24174.999999999993	CDC45
ENSG00000093010	E7EMS6_HUMAN E7EUU8_HUMAN F8WBW9_HUMAN H7BZ45_HUMAN COMT_HUMAN	43199.999999999985	COMT
ENSG00000093072	A0A087X0I3_HUMAN B4E3Q4_HUMAN C9IZA8_HUMAN F5H7J3_HUMAN ADA2_HUMAN	28368.999999999996	ADA2
ENSG00000093134	F5GYI1_HUMAN H0YFQ7_HUMAN VNN3_HUMAN	54899.99999999983	VNN3
ENSG00000093144	E9PIU8_HUMAN E9PJS8_HUMAN E9PLY6_HUMAN E9PPG7_HUMAN E9PRU6_HUMAN F2Z2D6_HUMAN H0Y525_HUMAN H0Y5L2_HUMAN H0YCS9_HUMAN H0YD54_HUMAN J3KP84_HUMAN ECHD1_HUMAN	11979.000000000011	ECHDC1
ENSG00000093167	C9J0U5_HUMAN C9J321_HUMAN C9JC17_HUMAN C9JJC9_HUMAN C9JSU1_HUMAN H7C3N9_HUMAN LRRF2_HUMAN	53111.99999999988	LRRFIP2
ENSG00000093183	C9J2R1_HUMAN C9J448_HUMAN C9J9A4_HUMAN C9JNW1_HUMAN F8VQT7_HUMAN F8WBN1_HUMAN F8WDR5_HUMAN H7C479_HUMAN SC22C_HUMAN		SEC22C
ENSG00000093217	C9J0N9_HUMAN F8WBF6_HUMAN XYLB_HUMAN	23605.999999999996	XYLB
ENSG00000094631	A6NDI8_HUMAN C9J172_HUMAN C9JEF4_HUMAN E7EP63_HUMAN E7EPS2_HUMAN E7ER52_HUMAN E9PEH1_HUMAN H7C0Z9_HUMAN HDAC6_HUMAN	74589.00000000003	HDAC6
ENSG00000094661	OR1I1_HUMAN	50698.00000000002	OR1I1
ENSG00000094755	E5RG98_HUMAN E5RGF7_HUMAN E5RHF6_HUMAN E5RHU0_HUMAN E5RI57_HUMAN E5RK74_HUMAN E7EWG0_HUMAN GBRP_HUMAN	10759.999999999995	GABRP
ENSG00000094796	K1H1_HUMAN	17024.999999999993	KRT31
ENSG00000094804	J3KTI7_HUMAN J3QLN7_HUMAN J3QR52_HUMAN CDC6_HUMAN	3869.000000000001	CDC6
ENSG00000094841	A0A0A0MRR5_HUMAN E9PSD7_HUMAN F8W6E9_HUMAN UPP_HUMAN		UPRT
ENSG00000094880	D6RBY8_HUMAN D6RCF8_HUMAN H0Y936_HUMAN CDC23_HUMAN	30515.999999999996	CDC23
ENSG00000094914	F8VUB6_HUMAN F8VZ44_HUMAN H3BU82_HUMAN AAAS_HUMAN	49194.000000000015	AAAS
ENSG00000094916	F8VNY3_HUMAN CBX5_HUMAN	17409.000000000004	CBX5
ENSG00000094963	A0A0D9SFZ0_HUMAN A0A0D9SG76_HUMAN FMO2_HUMAN	79484.99999999996	FMO2
ENSG00000094975	A0A087WV04_HUMAN B4DYM4_HUMAN SUCO_HUMAN	26023.00000000002	SUCO
ENSG00000095002	C9J809_HUMAN E9PHA6_HUMAN MSH2_HUMAN	80578.99999999994	MSH2
ENSG00000095015	M3K1_HUMAN	159342.9999999999	MAP3K1
ENSG00000095059	A0A087WZK0_HUMAN B4E3M2_HUMAN M0QX43_HUMAN M0QXT2_HUMAN M0QYZ7_HUMAN M0QZT3_HUMAN M0R0J4_HUMAN M0R0V2_HUMAN M0R1T2_HUMAN M0R1T4_HUMAN M0R253_HUMAN M0R264_HUMAN DHYS_HUMAN Q5J8M5_HUMAN	109737.99999999994	DHPS
ENSG00000095066	K7EJ48_HUMAN K7EJ65_HUMAN K7EJA7_HUMAN K7EK29_HUMAN K7EMG7_HUMAN K7EMR5_HUMAN K7ENU5_HUMAN HOOK2_HUMAN	6186.0000000000055	HOOK2
ENSG00000095110	F5H0Y6_HUMAN F5H259_HUMAN F5H6W7_HUMAN G3V1T0_HUMAN NXPE1_HUMAN	30644.000000000004	NXPE1
ENSG00000095139	B0YIW6_HUMAN E9PK34_HUMAN COPD_HUMAN Q6P1Q5_HUMAN	38181.00000000002	ARCN1
ENSG00000095203	E41LB_HUMAN	82068.99999999997	EPB41L4B
ENSG00000095209	A0A0A0MRS4_HUMAN H7C3B3_HUMAN H7C4C1_HUMAN TM38B_HUMAN X6RGH1_HUMAN	148990.0000000001	TMEM38B
ENSG00000095261	F2Z3J2_HUMAN PSMD5_HUMAN Q4VXH0_HUMAN	25173.999999999978	PSMD5
ENSG00000095303	A0A087X296_HUMAN PGH1_HUMAN X6RJD6_HUMAN	27489.000000000055	PTGS1
ENSG00000095319	NU188_HUMAN		NUP188
ENSG00000095321	A6PVN3_HUMAN B7ZBP5_HUMAN F2Z2C5_HUMAN H0Y4Z7_HUMAN H7C0E1_HUMAN CACP_HUMAN	59397.999999999825	CRAT
ENSG00000095370	H0Y5X5_HUMAN Q5JU32_HUMAN SH2D3_HUMAN	26336.999999999978	SH2D3C
ENSG00000095380	Q5TBR0_HUMAN Q5TBR1_HUMAN SIAS_HUMAN	40424.99999999997	NANS
ENSG00000095383	TBD2A_HUMAN	103371.00000000006	TBC1D2
ENSG00000095397	A0A0A0MRR8_HUMAN A0A0C4DFN4_HUMAN A0A0C4DFT9_HUMAN WHRN_HUMAN	56723.00000000004	WHRN
ENSG00000095464	PDE6C_HUMAN	35383.00000000001	PDE6C
ENSG00000095485	A0A0S2Z5Q6_HUMAN A0A286YEP9_HUMAN A0A286YF56_HUMAN C19L1_HUMAN	53423.0	CWF19L1
ENSG00000095539	E5RFG2_HUMAN E5RGX4_HUMAN H0YBN3_HUMAN SEM4G_HUMAN Q9NWU8_HUMAN	106556.99999999968	SEMA4G
ENSG00000095564	A0A0A0MTH9_HUMAN BTAF1_HUMAN	16354.000000000015	BTAF1
ENSG00000095574	IKZF5_HUMAN	79885.99999999993	IKZF5
ENSG00000095585	K7EKR2_HUMAN Q2MD47_HUMAN Q2MD59_HUMAN BLNK_HUMAN	18011.999999999985	BLNK
ENSG00000095587	TLL2_HUMAN	4415.999999999994	TLL2
ENSG00000095596	A0A096LNN2_HUMAN CP26A_HUMAN	149312.99999999994	CYP26A1
ENSG00000095627	H9KV62_HUMAN H9KV63_HUMAN TDRD1_HUMAN	249644.00000000003	TDRD1
ENSG00000095637	A0A0U1RQI5_HUMAN Q5T925_HUMAN SRBS1_HUMAN S4R303_HUMAN S4R406_HUMAN	53035.000000000015	SORBS1
ENSG00000095713	A0A0C4DFP6_HUMAN H0Y6C6_HUMAN Q5T4F6_HUMAN CRAC1_HUMAN		CRTAC1
ENSG00000095739	BAMBI_HUMAN	165828.99999999997	BAMBI
ENSG00000095752	K7ESD5_HUMAN IL11_HUMAN	278261.0000000001	IL11
ENSG00000095777	B1ANA3_HUMAN F5H0U9_HUMAN MYO3A_HUMAN	6074.999999999997	MYO3A
ENSG00000095787	A0A0A0MRT2_HUMAN C9JD58_HUMAN C9JMU2_HUMAN C9JVK6_HUMAN E9PMZ7_HUMAN J3QT76_HUMAN J3QTA0_HUMAN WAC_HUMAN Q9P1G8_HUMAN	86167.99999999994	WAC
ENSG00000095794	A0A0A0MSU8_HUMAN C9IYM9_HUMAN C9J2J0_HUMAN C9J5A7_HUMAN C9K092_HUMAN E9PAR2_HUMAN E9PB41_HUMAN F8WB03_HUMAN F8WDF2_HUMAN G5E998_HUMAN H7C4X0_HUMAN J3KQC0_HUMAN J3KR46_HUMAN CREM_HUMAN R4GN75_HUMAN		CREM
ENSG00000095906	B7Z6P0_HUMAN H3BMW1_HUMAN H3BNF0_HUMAN H3BNS4_HUMAN H3BQE5_HUMAN H3BQR2_HUMAN H3BRE1_HUMAN H3BRK5_HUMAN NUBP2_HUMAN	2939.9999999999995	NUBP2
ENSG00000095917	A0A0C4DFZ7_HUMAN TRYD_HUMAN	6290.999999999999	TPSD1
ENSG00000095932	K7EKM7_HUMAN SIM24_HUMAN	156237.9999999999	SMIM24
ENSG00000095951	A0A0D9SFF3_HUMAN C9J2N3_HUMAN C9JAW2_HUMAN C9JLG1_HUMAN C9JZF8_HUMAN C9JZV1_HUMAN F5H212_HUMAN H7BYU7_HUMAN ZEP1_HUMAN	6557.000000000004	HIVEP1
ENSG00000095970	TREM2_HUMAN	8270.99999999999	TREM2
ENSG00000095981	D6RC57_HUMAN KCNKG_HUMAN	4680.999999999993	KCNK16
ENSG00000096006	I3L0A1_HUMAN J3KPA1_HUMAN CRIS3_HUMAN	154999.0000000001	CRISP3
ENSG00000096060	FKBP5_HUMAN	17053.999999999993	FKBP5
ENSG00000096063	D6RB98_HUMAN D6RBF8_HUMAN D6RBM8_HUMAN D6RDZ3_HUMAN H0Y932_HUMAN H3BLV9_HUMAN SRPK1_HUMAN	36047.00000000001	SRPK1
ENSG00000096070	A8WI61_HUMAN A8WI62_HUMAN E9PI60_HUMAN E9PJ12_HUMAN E9PSF3_HUMAN F6XDC4_HUMAN H0Y7B4_HUMAN H0Y7I6_HUMAN BRPF3_HUMAN	88376.99999999997	BRPF3
ENSG00000096080	Q5QPA5_HUMAN RT18A_HUMAN	17399.00000000001	MRPS18A
ENSG00000096088	A2A3L9_HUMAN PEPC_HUMAN Q4VXA6_HUMAN	16489.00000000001	PGC
ENSG00000096092	TM14A_HUMAN	167764.00000000044	TMEM14A
ENSG00000096093	A0A1B0GTB1_HUMAN A0A1B0GTD7_HUMAN A0A1B0GTF7_HUMAN A0A1B0GTH2_HUMAN A0A1B0GTH7_HUMAN A0A1B0GTM7_HUMAN A0A1B0GTV4_HUMAN A0A1B0GTV6_HUMAN A0A1B0GTW5_HUMAN A0A1B0GU13_HUMAN A0A1B0GUE4_HUMAN A0A1B0GUP6_HUMAN A0A1B0GUV2_HUMAN A0A1B0GV27_HUMAN A0A1B0GVB0_HUMAN A0A1B0GVP6_HUMAN A0A1B0GVR3_HUMAN A0A1B0GVZ5_HUMAN A0A1B0GWB3_HUMAN A0A1C7CYY1_HUMAN EFHC1_HUMAN	15480.000000000004	EFHC1
ENSG00000096264	NCTR2_HUMAN	7722.999999999999	NCR2
ENSG00000096384	HS90B_HUMAN	15233.000000000005	HSP90AB1
ENSG00000096395	MOTI_HUMAN		MLN
ENSG00000096401	CDC5L_HUMAN	9338.999999999982	CDC5L
ENSG00000096433	ITPR3_HUMAN	22375.99999999999	ITPR3
ENSG00000096654	ZN184_HUMAN	76210.0	ZNF184
ENSG00000096696	DESP_HUMAN	33722.00000000002	DSP
ENSG00000096717	B0QZ35_HUMAN E9PC49_HUMAN SIR1_HUMAN	45142.999999999876	SIRT1
ENSG00000096746	HNRH3_HUMAN	115891.99999999994	HNRNPH3
ENSG00000096872	E5RGX6_HUMAN E5RH29_HUMAN E5RIF0_HUMAN E5RJK3_HUMAN IFT74_HUMAN	12018.00000000001	IFT74
ENSG00000096968	A0A1B0GTR9_HUMAN A0A1B0GVR5_HUMAN JAK2_HUMAN	39949.99999999998	JAK2
ENSG00000096996	M0QX06_HUMAN M0R382_HUMAN I12R1_HUMAN X6RGM1_HUMAN	143794.0000000001	IL12RB1
ENSG00000097007	ABL1_HUMAN R4GRW0_HUMAN	130122.99999999997	ABL1
ENSG00000097021	K7EKP8_HUMAN BACH_HUMAN	173730.00000000003	ACOT7
ENSG00000097033	A0A087WW40_HUMAN SHLB1_HUMAN	24872.00000000002	SH3GLB1
ENSG00000097046	B1AMW7_HUMAN CDC7_HUMAN	43614.99999999996	CDC7
ENSG00000097096	SYDE2_HUMAN	471695.9999999996	SYDE2
ENSG00000099139	B1AMG5_HUMAN B1AMG8_HUMAN Q5JSG7_HUMAN PCSK5_HUMAN	44173.99999999999	PCSK5
ENSG00000099194	ACOD_HUMAN	3880.999999999997	SCD
ENSG00000099203	K7EIN4_HUMAN K7EIR1_HUMAN K7EQ63_HUMAN K7ER03_HUMAN K7ERK5_HUMAN K7ES06_HUMAN TMED1_HUMAN	17711.000000000007	TMED1
ENSG00000099204	A0A0A0MRL6_HUMAN F6XFR5_HUMAN F8W8M4_HUMAN H0Y7N6_HUMAN J3QSX6_HUMAN ABLM1_HUMAN	68041.99999999997	ABLIM1
ENSG00000099219	A0A0C4DGF0_HUMAN E7ER77_HUMAN ERMP1_HUMAN	253890.99999999997	ERMP1
ENSG00000099246	A0A087X163_HUMAN H0Y6T8_HUMAN Q5W0J0_HUMAN RAB18_HUMAN	158770.9999999999	RAB18
ENSG00000099250	E7EX60_HUMAN E9PEP6_HUMAN H0Y4A0_HUMAN H0Y4N6_HUMAN H0Y7Z2_HUMAN NRP1_HUMAN Q5JWQ2_HUMAN Q5JWQ4_HUMAN Q5JWQ6_HUMAN Q5T7F0_HUMAN V9GYL7_HUMAN	38063.99999999998	NRP1
ENSG00000099256	PRDC1_HUMAN	48599.00000000002	PRTFDC1
ENSG00000099260	PALMD_HUMAN S4R313_HUMAN	103997.99999999997	PALMD
ENSG00000099282	H7C285_HUMAN TSN15_HUMAN	59485.00000000004	TSPAN15
ENSG00000099284	Q5SQT3_HUMAN H2AW_HUMAN	56197.00000000003	H2AFY2
ENSG00000099290	A0A087WYF6_HUMAN B1AP61_HUMAN E7ESD2_HUMAN F8W7U3_HUMAN Q5T1D7_HUMAN WAC2A_HUMAN		WASHC2A
ENSG00000099308	MAST3_HUMAN V9GYV0_HUMAN	65618.9999999999	MAST3
ENSG00000099326	M0R1U5_HUMAN M0R2C0_HUMAN MZF1_HUMAN	3015.9999999999964	MZF1
ENSG00000099330	M0QXM2_HUMAN M0QY63_HUMAN M0QZ32_HUMAN M0QZ36_HUMAN M0QZZ7_HUMAN M0R0F7_HUMAN M0R0L3_HUMAN M0R1A4_HUMAN OCEL1_HUMAN	11645.0	OCEL1
ENSG00000099331	M0QXP0_HUMAN M0QXX1_HUMAN M0QZY4_HUMAN M0R0P8_HUMAN M0R240_HUMAN M0R2J3_HUMAN M0R300_HUMAN M0R332_HUMAN MYO9B_HUMAN	12233.000000000007	MYO9B
ENSG00000099337	KCNK6_HUMAN	138756.99999999988	KCNK6
ENSG00000099338	B8ZZI7_HUMAN F8WDD6_HUMAN H9KV36_HUMAN K7EQR6_HUMAN K7EQY4_HUMAN M0QZ16_HUMAN CTSRG_HUMAN X1WI24_HUMAN	9288.999999999989	CATSPERG
ENSG00000099341	K7EJC1_HUMAN K7EJR3_HUMAN K7EK21_HUMAN K7ENY6_HUMAN K7ERW6_HUMAN PSMD8_HUMAN R4GMR5_HUMAN	35169.0000000001	PSMD8
ENSG00000099364	H3BME1_HUMAN H3BPI8_HUMAN H3BPZ0_HUMAN H3BQP6_HUMAN H3BTJ3_HUMAN H3BVB1_HUMAN H7C112_HUMAN FXL19_HUMAN	21406.00000000002	FBXL19
ENSG00000099365	STX1B_HUMAN	25729.000000000004	STX1B
ENSG00000099377	I3L2H6_HUMAN I3L2Q9_HUMAN 3BHS7_HUMAN	27371.00000000001	HSD3B7
ENSG00000099381	C9J2Z9_HUMAN SET1A_HUMAN	3945.9999999999986	SETD1A
ENSG00000099385	I3L1Q2_HUMAN I3L4D5_HUMAN BCL7C_HUMAN	4530.0	BCL7C
ENSG00000099399	MAGB2_HUMAN	61335.000000000044	MAGEB2
ENSG00000099617	EFNA2_HUMAN	15497.000000000004	EFNA2
ENSG00000099622	D6W5Y5_HUMAN F6WMK9_HUMAN K7EIF7_HUMAN K7EJV1_HUMAN K7EJV5_HUMAN K7ELL4_HUMAN K7ELT6_HUMAN K7ELV6_HUMAN K7EMY9_HUMAN K7ENN6_HUMAN K7ENX8_HUMAN K7EPM4_HUMAN K7EQL0_HUMAN K7EQR7_HUMAN K7EQX4_HUMAN K7ER40_HUMAN CIRBP_HUMAN	14084.000000000004	CIRBP
ENSG00000099624	A0A087WTL3_HUMAN ATPD_HUMAN	9741.0	ATP5F1D
ENSG00000099625	A0A0A0MQR6_HUMAN A0A140LJL2_HUMAN K7EIS9_HUMAN K7ELJ5_HUMAN CBARP_HUMAN	3080.999999999999	CBARP
ENSG00000099715	A0A087WUC5_HUMAN PC11Y_HUMAN	8109.999999999999	PCDH11Y
ENSG00000099721	AMELY_HUMAN	741999.0000000006	AMELY
ENSG00000099769	H3BSX8_HUMAN ALS_HUMAN	44347.999999999956	IGFALS
ENSG00000099783	A0A087X0X3_HUMAN M0QY96_HUMAN M0QYL3_HUMAN M0QYQ7_HUMAN M0QZM1_HUMAN M0R019_HUMAN M0R0N3_HUMAN M0R0Y6_HUMAN M0R2I7_HUMAN M0R2T0_HUMAN HNRPM_HUMAN	4558.999999999995	HNRNPM
ENSG00000099785	M0QXU4_HUMAN M0R0S4_HUMAN M0R138_HUMAN M0R1P2_HUMAN MARH2_HUMAN	5984.999999999997	MARCH2
ENSG00000099795	M0R3B8_HUMAN NDUB7_HUMAN	25748.000000000022	NDUFB7
ENSG00000099797	B4DR74_HUMAN M0QXM3_HUMAN M0QXS1_HUMAN M0R0N5_HUMAN M0R2E5_HUMAN M0R329_HUMAN M0R372_HUMAN M0R3C3_HUMAN TECR_HUMAN	2270.999999999998	TECR
ENSG00000099800	K7EIT2_HUMAN TIM13_HUMAN	48896.000000000015	TIMM13
ENSG00000099804	UB2R1_HUMAN U3KPV8_HUMAN U3KQ77_HUMAN U3KQP9_HUMAN	135109.00000000006	CDC34
ENSG00000099810	B4DUC8_HUMAN F8WES2_HUMAN J3KRN1_HUMAN J3QSB7_HUMAN MTAP_HUMAN	10381.000000000007	MTAP
ENSG00000099812	MISP_HUMAN	31491.000000000025	MISP
ENSG00000099814	J3KQR7_HUMAN C170B_HUMAN	13193.000000000013	CEP170B
ENSG00000099817	A0A087WVN5_HUMAN A0A087WVZ9_HUMAN A0A087WWX0_HUMAN A0A0A0MQR7_HUMAN K7EJ87_HUMAN K7EQN2_HUMAN RPAB1_HUMAN	16380.99999999999	POLR2E
ENSG00000099821	K7EMH3_HUMAN K7ESD1_HUMAN RPOM_HUMAN R4GN79_HUMAN	8802.0	POLRMT
ENSG00000099822	HCN2_HUMAN	9513.999999999996	HCN2
ENSG00000099834	E9PKR2_HUMAN E9PLX6_HUMAN E9PMY2_HUMAN E9PPW2_HUMAN CDHR5_HUMAN	27267.000000000015	CDHR5
ENSG00000099840	A0A087WXR1_HUMAN A0A087X160_HUMAN A0A087X1M1_HUMAN A0A087X221_HUMAN A0A0A0MS61_HUMAN IZUM4_HUMAN	3618.000000000001	IZUMO4
ENSG00000099849	E9PM39_HUMAN F8W7Q0_HUMAN H0YEI0_HUMAN RASF7_HUMAN	3164.9999999999973	RASSF7
ENSG00000099860	K7EM97_HUMAN K7EPQ8_HUMAN GA45B_HUMAN Q6IX74_HUMAN	39390.99999999998	GADD45B
ENSG00000099864	A0A087WTK8_HUMAN A0A087WWY4_HUMAN A0A087X1D6_HUMAN PALM_HUMAN	2138.000000000002	PALM
ENSG00000099866	A0A087WWC0_HUMAN A0A087WXC9_HUMAN A0A087X0U8_HUMAN A0A087X1F1_HUMAN A0A087X1M5_HUMAN MADCA_HUMAN U3KQ59_HUMAN	13780.000000000011	MADCAM1
ENSG00000099875	K7EIN7_HUMAN K7EJ98_HUMAN K7EK27_HUMAN K7ELG3_HUMAN K7ELN0_HUMAN K7EMP5_HUMAN MKNK2_HUMAN Q9NV89_HUMAN	16167.000000000002	MKNK2
ENSG00000099889	C9JJX6_HUMAN E9PDC3_HUMAN ARVC_HUMAN	5527.000000000006	ARVCF
ENSG00000099899	C9K041_HUMAN F2Z2W7_HUMAN H7BZZ4_HUMAN H7C100_HUMAN TRM2A_HUMAN	46913.0	TRMT2A
ENSG00000099901	C9JDM3_HUMAN C9JGV6_HUMAN C9JIC6_HUMAN C9JJ34_HUMAN C9JXG8_HUMAN F6WQW2_HUMAN F8WCY3_HUMAN RANG_HUMAN	18552.00000000002	RANBP1
ENSG00000099904	C9JVM2_HUMAN ZDHC8_HUMAN	11420.000000000004	ZDHHC8
ENSG00000099910	C9J191_HUMAN C9J2T1_HUMAN C9J5F8_HUMAN C9JHG1_HUMAN C9JLE9_HUMAN C9JRG9_HUMAN KLH22_HUMAN	91720.0	KLHL22
ENSG00000099917	C9J1I1_HUMAN C9JCQ3_HUMAN C9JEM1_HUMAN C9JGN2_HUMAN C9JJ12_HUMAN C9JLN7_HUMAN C9JM58_HUMAN C9JWK5_HUMAN C9JZV5_HUMAN F2Z2B7_HUMAN F8WCS1_HUMAN F8WDM6_HUMAN F8WEJ4_HUMAN G3V1P5_HUMAN H7C308_HUMAN MED15_HUMAN	54364.99999999999	MED15
ENSG00000099937	HEP2_HUMAN	32236.000000000025	SERPIND1
ENSG00000099940	C9JAF7_HUMAN SNP29_HUMAN	13842.000000000011	SNAP29
ENSG00000099942	CRKL_HUMAN	19576.999999999985	CRKL
ENSG00000099949	F8WB67_HUMAN F8WCB6_HUMAN F8WEQ8_HUMAN H7BZQ9_HUMAN H7C0X1_HUMAN H7C305_HUMAN LZTR1_HUMAN	36323.999999999985	LZTR1
ENSG00000099953	E9PED7_HUMAN F8WDI7_HUMAN H7C3I7_HUMAN MMP11_HUMAN	198201.00000000006	MMP11
ENSG00000099954	A0A087WT21_HUMAN A0A0R4J2E1_HUMAN B7WPH3_HUMAN H0Y2Z1_HUMAN CECR2_HUMAN	16091.000000000015	CECR2
ENSG00000099956	A0A0U1RQQ2_HUMAN A0A0U1RRB8_HUMAN B5MCL5_HUMAN C9JTA6_HUMAN G5E975_HUMAN SNF5_HUMAN	19022.999999999945	SMARCB1
ENSG00000099957	E7ES48_HUMAN H7C140_HUMAN H7C266_HUMAN H7C2V4_HUMAN P2RX6_HUMAN	47554.00000000002	P2RX6
ENSG00000099958	E7EVA4_HUMAN DERL3_HUMAN	4123.0	DERL3
ENSG00000099960	C9JM63_HUMAN CTR4_HUMAN	4626.0	SLC7A4
