Ensembl ID	Uniprot IDs	Length	Symbol	Degree	mitochondrion organization	cell adhesion	signal transduction	B cell FPKM	Neuron FPKM
ENSG00000081842	PCDA6_HUMAN	174220.00000000015	PCDHA6	2	0	1	0	0.0	11.41
ENSG00000081870	A6NG08_HUMAN A6NIR2_HUMAN IFT25_HUMAN X6R7Y7_HUMAN	264983.99999999977	HSPB11	4	0	0	0	13.0	2.13
ENSG00000081913	K7EP91_HUMAN PHLP1_HUMAN	29356.00000000001	PHLPP1	18	0	0	0	2.17	6.52
ENSG00000081985	A0A0A0MTN7_HUMAN H0Y5V0_HUMAN I12R2_HUMAN	156676.00000000026	IL12RB2	7	0	0	0	0.0	0.0
ENSG00000082014	C9JYI7_HUMAN F8WBJ3_HUMAN H7C4E9_HUMAN SMRD3_HUMAN	374224.0000000004	SMARCD3	36	0	0	0	0.73	1.25
ENSG00000082068	D6RIW8_HUMAN WDR70_HUMAN	39133.000000000015	WDR70	1	0	0	0	9.15	15.84
ENSG00000082074	D6RAE8_HUMAN D6RC38_HUMAN D6RER7_HUMAN D6RFJ5_HUMAN FYB1_HUMAN	53824.99999999995	FYB1	19	0	0	1	0.97	0.0
ENSG00000082126	A0A087WUS1_HUMAN E7ET46_HUMAN E7EUL8_HUMAN E9PG92_HUMAN F6Q0Y6_HUMAN F8WBH8_HUMAN MPP4_HUMAN R4GN59_HUMAN	169292.9999999999	MPP4	3	0	0	0	0.0	0.0
ENSG00000082146	C9JSU7_HUMAN F8WCQ7_HUMAN H7C3S5_HUMAN STRAB_HUMAN	16744.99999999998	STRADB	6	0	0	0	12.29	33.73
ENSG00000082153	C9IZ80_HUMAN C9J188_HUMAN C9JFN4_HUMAN C9JV57_HUMAN C9JWF5_HUMAN H0Y503_HUMAN BZW1_HUMAN	92989.0	BZW1	37	0	0	0	38.92	116.54
ENSG00000082175	A0A087WXR4_HUMAN A0A0J9YVP1_HUMAN PRGR_HUMAN Q8NG42_HUMAN Q8NG44_HUMAN Q8NG45_HUMAN	24385.00000000007	PGR	51	0	0	1	0.0	0.01
ENSG00000082212	A0A1W2PPH1_HUMAN A0A1W2PPY2_HUMAN A0A1W2PQ37_HUMAN A0A1W2PQF8_HUMAN A0A1W2PQH3_HUMAN A0A1W2PQH4_HUMAN A0A1W2PQT3_HUMAN A0A1W2PQY8_HUMAN A0A1W2PR68_HUMAN A0A1W2PRH1_HUMAN A0A1W2PRS2_HUMAN A0A1W2PRY9_HUMAN MAOM_HUMAN	22792.999999999985	ME2	7	0	0	0	34.02	19.51
ENSG00000082213	B4DR92_HUMAN E5RFG1_HUMAN E5RHP8_HUMAN CE022_HUMAN		C5orf22	2	0	0	0	5.4	12.86
ENSG00000082258	C9JUL2_HUMAN F2Z2C9_HUMAN F8WDY7_HUMAN H7BZ27_HUMAN H7C411_HUMAN CCNT2_HUMAN	148233.9999999999	CCNT2	4	0	0	0	12.42	24.83
ENSG00000082269	D6RC17_HUMAN D6RCC7_HUMAN D6REA8_HUMAN D6RFG9_HUMAN H7BXC5_HUMAN F135A_HUMAN	41108.000000000015	FAM135A	1	0	0	0	2.78	12.73
ENSG00000082397	A0A0A0MRA8_HUMAN A0A0A0MSA4_HUMAN A0A0J9YW26_HUMAN A0A0J9YW31_HUMAN A0A0J9YWE1_HUMAN A0A0J9YWN0_HUMAN A0A0J9YWS4_HUMAN A0A0J9YY18_HUMAN A0A0U1RR92_HUMAN A0A1B0GTF8_HUMAN A8K968_HUMAN J3KRD1_HUMAN J3KS70_HUMAN J3KT37_HUMAN J3QKK4_HUMAN J3QKY2_HUMAN J3QLU5_HUMAN J3QR33_HUMAN J3QRQ6_HUMAN J3QS55_HUMAN J3QS83_HUMAN E41L3_HUMAN	343405.99999999936	EPB41L3	26	0	0	0	0.42	207.08
ENSG00000082438	A0A0B4J1Z0_HUMAN A0A0D9SG04_HUMAN A0A0X1KG75_HUMAN C9J5Y6_HUMAN C9J8C4_HUMAN C9JAU3_HUMAN C9JK90_HUMAN C9JWZ0_HUMAN F8WEK0_HUMAN H7C1G2_HUMAN COBL1_HUMAN	60630.00000000005	COBLL1	37	0	0	0	32.31	0.25
ENSG00000082458	Q5JUW8_HUMAN DLG3_HUMAN	190056.00000000012	DLG3	57	0	0	0	1.05	30.46
ENSG00000082497	SRTD4_HUMAN	231319.0000000002	SERTAD4	3	0	0	0	0.0	0.27
ENSG00000082512	TRAF5_HUMAN	28342.000000000015	TRAF5	39	0	0	1	92.52	3.36
ENSG00000082515	E7ESL0_HUMAN H0YBZ7_HUMAN J3KQY1_HUMAN RM22_HUMAN	48331.99999999996	MRPL22	77	0	0	0	15.19	14.49
ENSG00000082516	GEMI5_HUMAN	25982.0	GEMIN5	22	0	0	0	2.61	5.56
ENSG00000082556	A0A087WU84_HUMAN E5RJI5_HUMAN OPRK_HUMAN	50794.00000000002	OPRK1	7	0	0	0	0.0	0.09
ENSG00000082641	A0A0G2JLG9_HUMAN B4DYE1_HUMAN F5H1B7_HUMAN J3KRF3_HUMAN J3KSE0_HUMAN J3KSR3_HUMAN J3KTG6_HUMAN J3QKY3_HUMAN J3QLQ1_HUMAN J3QQH8_HUMAN J3QQQ1_HUMAN J3QQY8_HUMAN J3QR31_HUMAN J3QRG7_HUMAN J9JIE5_HUMAN NF2L1_HUMAN	119413.00000000006	NFE2L1	14	0	0	0	17.99	34.96
ENSG00000082684	B5ME80_HUMAN C9JKR3_HUMAN C9JTV9_HUMAN C9JTX2_HUMAN F8WAT5_HUMAN H0Y5U2_HUMAN SEM5B_HUMAN	13159.00000000002	SEMA5B	7	0	0	0	0.01	55.87
ENSG00000082701	GSK3B_HUMAN	139470.99999999994	GSK3B	253	0	0	0	7.41	37.93
ENSG00000082781	F8WBG2_HUMAN H7C4W1_HUMAN H7C580_HUMAN H7C5U2_HUMAN ITB5_HUMAN V9GYD8_HUMAN V9GYZ1_HUMAN V9GZ57_HUMAN	273094.99999999977	ITGB5	47	0	0	0	0.1	10.13
ENSG00000082805	G8JLD3_HUMAN K7EIZ7_HUMAN K7EKH8_HUMAN K7EP25_HUMAN K7EPD6_HUMAN K7EPP6_HUMAN RB6I2_HUMAN X6RLX0_HUMAN X6RM00_HUMAN	60777.99999999995	ERC1	14	0	0	0	2.86	9.12
ENSG00000082898	C9IYM2_HUMAN C9IZS4_HUMAN C9J673_HUMAN C9JF49_HUMAN C9JKM9_HUMAN C9JQ02_HUMAN C9JV99_HUMAN F8WF71_HUMAN H7BZC5_HUMAN XPO1_HUMAN	505424.99999999994	XPO1	76	0	0	0	31.28	44.5
ENSG00000082996	C9IY58_HUMAN C9J383_HUMAN C9J7B4_HUMAN C9J8T4_HUMAN C9JCY0_HUMAN C9JRV0_HUMAN C9JU37_HUMAN C9JYN7_HUMAN C9JYY4_HUMAN F8WDJ5_HUMAN F8WEX6_HUMAN H7C5Q6_HUMAN RNF13_HUMAN	917842.0	RNF13	7	0	0	0	27.18	18.53
ENSG00000083093	H3BN63_HUMAN I3L1Z5_HUMAN I3L2S5_HUMAN I3L3R6_HUMAN PALB2_HUMAN	103685.00000000007	PALB2	7	0	0	0	2.56	7.89
ENSG00000083099	E5RG38_HUMAN E5RJK7_HUMAN G3V136_HUMAN LYRM2_HUMAN	239624.00000000012	LYRM2	1	0	0	0	12.59	18.63
ENSG00000083123	ODBB_HUMAN	70609.99999999997	BCKDHB	7	0	0	0	6.87	4.2
ENSG00000083168	A5PLL3_HUMAN C9JJY6_HUMAN C9K0F9_HUMAN KAT6A_HUMAN	66722.00000000004	KAT6A	21	0	0	0	10.38	26.62
ENSG00000083290	K7EIU2_HUMAN K7EKK9_HUMAN K7EP89_HUMAN ULK2_HUMAN	177295.00000000003	ULK2	12	0	0	1	1.39	13.5
ENSG00000083307	GRHL2_HUMAN	97108.00000000006	GRHL2	2	0	1	0	0.0	0.18
ENSG00000083312	E7EW37_HUMAN TNPO1_HUMAN S4R398_HUMAN	41333.999999999985	TNPO1	87	0	0	0	4.57	162.85
ENSG00000083444	PLOD1_HUMAN Q5JXB7_HUMAN Q5JXB8_HUMAN	100422.00000000007	PLOD1	6	0	0	0	7.47	43.75
ENSG00000083457	K7EQU0_HUMAN ITAE_HUMAN	24206.00000000002	ITGAE	4	0	1	0	68.37	11.65
ENSG00000083520	F2Z2C0_HUMAN G3V1J5_HUMAN RRP44_HUMAN	234403.00000000012	DIS3	19	0	0	0	7.44	18.97
ENSG00000083535	A0A087WUI6_HUMAN PIBF1_HUMAN	29927.99999999997	PIBF1	1	0	0	0	3.26	9.06
ENSG00000083635	NUFP1_HUMAN	177421.99999999988	NUFIP1	5	0	0	0	1.58	1.6
ENSG00000083642	A9IYQ1_HUMAN PDS5B_HUMAN	140455.00000000012	PDS5B	10	0	0	0	4.71	11.64
ENSG00000083720	E9PDW2_HUMAN SCOT1_HUMAN	191592.99999999985	OXCT1	31	0	0	0	7.88	11.63
ENSG00000083750	Q5VZM0_HUMAN RRAGB_HUMAN	41348.00000000003	RRAGB	2	0	0	0	22.53	10.81
ENSG00000083799	H3BPZ5_HUMAN H3BS09_HUMAN H3BSW9_HUMAN H3BTB8_HUMAN I3L117_HUMAN J3KRR7_HUMAN J3QKR2_HUMAN CYLD_HUMAN		CYLD	23	0	0	0	21.49	11.4
ENSG00000083807	M0R075_HUMAN S27A5_HUMAN	59886.00000000003	SLC27A5	1	0	0	0	6.33	2.4
ENSG00000083814	M0QX87_HUMAN M0R091_HUMAN ZN671_HUMAN	8391.999999999998	ZNF671	2	0	0	0	12.14	6.74
ENSG00000083838	A0A087WUM8_HUMAN A0A0A0MR84_HUMAN A0A0B4J2G2_HUMAN M0R034_HUMAN M0R202_HUMAN ZN446_HUMAN		ZNF446	27	0	0	0	13.52	4.4
ENSG00000083844	M0QXF3_HUMAN M0QZJ4_HUMAN M0QZT5_HUMAN M0R146_HUMAN ZN264_HUMAN	7214.000000000003	ZNF264	9	0	0	0	8.65	20.12
ENSG00000083845	M0QZN2_HUMAN M0R0F0_HUMAN M0R0R2_HUMAN RS5_HUMAN	138939.99999999994	RPS5	190	0	0	0	3098.08	762.19
ENSG00000083857	A0A087WVP1_HUMAN D6RCE4_HUMAN D6RHE6_HUMAN H0Y8F5_HUMAN H0Y9C8_HUMAN H0Y9H4_HUMAN FAT1_HUMAN	8407.0	FAT1	4	0	1	0	0.05	23.18
ENSG00000083896	J3KRG5_HUMAN J3KRW0_HUMAN J3KS01_HUMAN J3QR07_HUMAN YTDC1_HUMAN	28278.00000000001	YTHDC1	19	0	0	0	19.23	30.11
ENSG00000083937	A0A087WW88_HUMAN C9J0A7_HUMAN CHM2B_HUMAN	39702.999999999985	CHMP2B	22	0	0	0	13.19	6.95
ENSG00000084070	A0A087WV97_HUMAN SMAP2_HUMAN X6RCC3_HUMAN	71733.00000000006	SMAP2	5	0	0	0	196.85	9.09
ENSG00000084072	E9PEQ6_HUMAN E9PIB0_HUMAN E9PK21_HUMAN E9PKY5_HUMAN E9PMH0_HUMAN H0YCV4_HUMAN H0YE31_HUMAN PPIE_HUMAN	78476.99999999997	PPIE	159	0	0	0	56.01	12.11
ENSG00000084073	FACE1_HUMAN	23967.000000000055	ZMPSTE24	2	0	0	0	2.52	24.02
ENSG00000084092	NOA1_HUMAN	58802.99999999997	NOA1	12	0	0	0	12.44	9.08
ENSG00000084093	A0A087X1C2_HUMAN A0A1W2PQA1_HUMAN L0B1S6_HUMAN L0B1V4_HUMAN L0B3M6_HUMAN L0B3Z2_HUMAN REST_HUMAN	15453.999999999987	REST	18	0	0	0	4.4	1.04
ENSG00000084110	F8VNX0_HUMAN F8W0V1_HUMAN H0YHB0_HUMAN HUTH_HUMAN Q4VB95_HUMAN	79399.00000000022	HAL	4	0	0	0	0.91	0.0
ENSG00000084112	F8VS18_HUMAN F8W1D9_HUMAN H0YHR3_HUMAN SSH1_HUMAN	23704.000000000025	SSH1	13	0	0	0	4.54	3.18
ENSG00000084207	A0A087X243_HUMAN A0A087X2E9_HUMAN A8MX94_HUMAN GSTP1_HUMAN	74975.00000000003	GSTP1	24	0	0	0	104.09	439.64
ENSG00000084234	E9PK76_HUMAN E9PPD0_HUMAN E9PQS3_HUMAN E9PSC7_HUMAN APLP2_HUMAN Q9UED0_HUMAN	3065.9999999999986	APLP2	35	0	0	0	60.24	77.78
ENSG00000084453	B4DJE6_HUMAN C9IYW8_HUMAN C9JCA7_HUMAN C9JG34_HUMAN C9JGK7_HUMAN C9JHU9_HUMAN C9JSB7_HUMAN C9JTF6_HUMAN C9JUW6_HUMAN C9K059_HUMAN F5GXY6_HUMAN F5H060_HUMAN SO1A2_HUMAN	98237.99999999981	SLCO1A2	4	0	0	0	0.0	1.92
ENSG00000084463	F5GXS9_HUMAN F5H5G4_HUMAN WBP11_HUMAN	9676.999999999987	WBP11	150	0	0	0	9.73	11.67
ENSG00000084623	EIF3I_HUMAN Q5TFK1_HUMAN	18962.00000000001	EIF3I	98	0	0	0	95.28	72.04
ENSG00000084636	A6NCT7_HUMAN H7BY97_HUMAN H7BZL8_HUMAN H7C3F0_HUMAN COGA1_HUMAN	59809.99999999986	COL16A1	2	0	1	0	0.05	37.7
ENSG00000084652	TXLNA_HUMAN	42644.99999999999	TXLNA	52	0	0	0	16.42	28.68
ENSG00000084674	A8MUN2_HUMAN APOB_HUMAN	18599.999999999953	APOB	32	0	0	0	0.0	0.03
ENSG00000084676	B5MCN7_HUMAN NCOA1_HUMAN		NCOA1	88	0	0	0	8.29	23.57
ENSG00000084731	F8WAR6_HUMAN F8WER6_HUMAN KIF3C_HUMAN	117008.00000000006	KIF3C	5	0	0	0	0.61	42.65
ENSG00000084733	RAB10_HUMAN	26843.000000000025	RAB10	15	0	0	0	15.53	72.95
ENSG00000084734	A0A0C4DFN2_HUMAN H7C1B4_HUMAN H7C4D3_HUMAN GCKR_HUMAN	103347.99999999977	GCKR	1	0	0	0	0.0	0.0
ENSG00000084754	H0YFD6_HUMAN ECHA_HUMAN	56585.00000000003	HADHA	46	0	0	0	21.32	50.47
ENSG00000084764	C9JB30_HUMAN MARE3_HUMAN	54091.99999999994	MAPRE3	15	0	0	0	6.98	5.68
ENSG00000084774	F8VPD4_HUMAN H7BZB3_HUMAN H7C2E4_HUMAN H7C3Z5_HUMAN PYR1_HUMAN	38185.00000000011	CAD	30	0	0	0	34.67	8.14
ENSG00000085063	E9PI80_HUMAN E9PNW4_HUMAN E9PR17_HUMAN H0YET2_HUMAN CD59_HUMAN	26553.99999999999	CD59	14	0	0	0	7.64	38.03
ENSG00000085117	E9PJ45_HUMAN E9PJ59_HUMAN E9PJB7_HUMAN E9PJC7_HUMAN E9PJK9_HUMAN E9PM43_HUMAN E9PP61_HUMAN H0YD57_HUMAN CD82_HUMAN	76977.00000000006	CD82	34	0	0	0	137.19	0.52
ENSG00000085224	A0A087WWG0_HUMAN A0A096LNL6_HUMAN A0A096LNL7_HUMAN A0A096LNL9_HUMAN A0A096LNN3_HUMAN A0A096LNR8_HUMAN A0A096LNW1_HUMAN A0A096LNX6_HUMAN A0A096LP59_HUMAN A0A096LPG6_HUMAN H0Y3T0_HUMAN ATRX_HUMAN	19030.0	ATRX	19	0	0	0	14.0	24.52
ENSG00000085265	A0A087WVE2_HUMAN FCN1_HUMAN	16886.0	FCN1	6	0	0	0	14.72	0.0
ENSG00000085274	MYNN_HUMAN R4GMT1_HUMAN	12073.999999999993	MYNN	1	0	0	0	10.53	9.98
ENSG00000085276	A0A0C3SFZ7_HUMAN A0A1B0GXI8_HUMAN C9JU02_HUMAN E7EPY2_HUMAN E7EQ57_HUMAN E7ERX0_HUMAN E7EU48_HUMAN E7EUL6_HUMAN E9PGE9_HUMAN H9KVD4_HUMAN EVI1_HUMAN	118489.0	MECOM	14	0	0	0	0.01	0.05
ENSG00000085365	A0A087WTX8_HUMAN A0A087WU14_HUMAN A0A087WXB0_HUMAN A0A087WZA6_HUMAN SCAM1_HUMAN	580120.0000000002	SCAMP1	16	0	0	0	2.75	19.78
ENSG00000085377	H0Y5Y0_HUMAN PPCE_HUMAN	131827.00000000006	PREP	8	0	0	0	8.7	50.28
ENSG00000085382	E3W983_HUMAN E5RFX0_HUMAN E5RHI1_HUMAN H0YAU8_HUMAN H0YBH3_HUMAN H0YC01_HUMAN H0YC48_HUMAN HACE1_HUMAN	125520.00000000007	HACE1	1	0	0	0	5.35	11.07
ENSG00000085415	K7ELV2_HUMAN K7ENI5_HUMAN K7EP88_HUMAN K7EPZ5_HUMAN SEH1_HUMAN	71899.99999999983	SEH1L	11	0	0	0	6.22	9.82
ENSG00000085433	A0A0A0MRE6_HUMAN E9PKZ6_HUMAN E9PN15_HUMAN E9PNF6_HUMAN E9PR96_HUMAN WDR47_HUMAN	40403.99999999996	WDR47	4	0	0	0	3.17	59.33
ENSG00000085465	OVGP1_HUMAN	89671.99999999993	OVGP1	3	0	0	0	6.33	0.27
ENSG00000085511	F5H1X6_HUMAN F5H2S6_HUMAN F5H4R1_HUMAN F5H534_HUMAN F5H538_HUMAN J3KNB8_HUMAN M3K4_HUMAN	66813.99999999981	MAP3K4	32	0	0	0	17.44	11.74
ENSG00000085514	C9JGG1_HUMAN C9JJ79_HUMAN PILRA_HUMAN		PILRA	3	0	0	1	16.51	0.42
ENSG00000085552	A0A087X128_HUMAN TUTLA_HUMAN	32570.00000000001	IGSF9	1	0	0	0	0.26	2.8
ENSG00000085563	E7EWT8_HUMAN MDR1_HUMAN	13029.000000000013	ABCB1	17	0	0	0	6.08	0.35
ENSG00000085662	E9PCX2_HUMAN E9PEF9_HUMAN ALDR_HUMAN	47071.99999999999	AKR1B1	24	0	0	0	59.33	24.98
ENSG00000085719	A0A087WUS8_HUMAN A0A087WXR6_HUMAN A0A087WYQ3_HUMAN A0A0G2JMP5_HUMAN E5RFT7_HUMAN E5RHZ0_HUMAN H0YB26_HUMAN CPNE3_HUMAN	16935.000000000007	CPNE3	1	0	0	0	7.39	24.33
ENSG00000085721	F5H148_HUMAN H3BMT1_HUMAN RRN3_HUMAN	38181.00000000002	RRN3	19	0	0	0	8.36	25.33
ENSG00000085733	H0YCD9_HUMAN H0YEV2_HUMAN SRC8_HUMAN	34295.99999999997	CTTN	54	0	0	0	0.25	104.72
ENSG00000085741	H8YS97_HUMAN WNT11_HUMAN	32753.00000000004	WNT11	3	0	0	0	0.0	1.48
ENSG00000085760	A0A1D5RMP2_HUMAN A0A1Y8EJN7_HUMAN B5MCU1_HUMAN C9JIY5_HUMAN E7EW07_HUMAN H7C213_HUMAN IF2M_HUMAN	24412.000000000004	MTIF2	27	0	0	0	9.27	12.75
ENSG00000085832	B1AUU8_HUMAN EPS15_HUMAN S4R3U1_HUMAN	31630.99999999998	EPS15	40	0	0	0	28.89	94.61
ENSG00000085840	ORC1_HUMAN	165065.99999999988	ORC1	42	0	0	0	0.56	2.61
ENSG00000085871	MGST2_HUMAN	24642.000000000025	MGST2	2	0	0	0	0.57	2.65
ENSG00000085872	J3QK89_HUMAN CHERP_HUMAN	74977.99999999978	CHERP	33	0	0	0	27.45	3.45
ENSG00000085978	C9J1B2_HUMAN C9J8C6_HUMAN C9JAY7_HUMAN C9JK97_HUMAN E7EVC7_HUMAN F8WAF9_HUMAN A16L1_HUMAN	91262.99999999996	ATG16L1	17	0	0	0	18.38	15.84
ENSG00000085982	C9JK14_HUMAN H7BZ71_HUMAN H7C0C4_HUMAN H7C2T9_HUMAN H7C307_HUMAN UBP40_HUMAN		USP40	2	0	0	0	14.17	5.77
ENSG00000085998	Q68CV6_HUMAN PMGT1_HUMAN	30785.999999999975	POMGNT1	1	0	0	0	23.34	23.72
ENSG00000085999	A0A087WTB0_HUMAN A0A087WV39_HUMAN A0A087WVW5_HUMAN A0A087WW72_HUMAN A0A087WWG5_HUMAN A0A087X124_HUMAN RAD54_HUMAN V9GYD3_HUMAN V9GYX6_HUMAN	31624.00000000002	RAD54L	2	0	0	0	0.4	1.56
ENSG00000086015	E7ERL6_HUMAN MAST2_HUMAN V9GXZ1_HUMAN	14696.999999999993	MAST2	15	0	0	0	8.93	17.25
ENSG00000086061	DNJA1_HUMAN	249138.00000000012	DNAJA1	45	0	0	0	74.19	135.14
ENSG00000086062	B4GT1_HUMAN Q86XA6_HUMAN		B4GALT1	20	0	1	0	35.19	1.27
ENSG00000086065	CHMP5_HUMAN	63275.00000000006	CHMP5	24	0	0	0	10.91	46.05
ENSG00000086102	NFX1_HUMAN	9945.999999999984	NFX1	9	0	0	0	48.33	9.82
ENSG00000086189	A0A0C4DGB1_HUMAN D6RCL3_HUMAN DIM1_HUMAN	224611.0000000001	DIMT1	108	0	0	0	11.5	6.35
ENSG00000086200	D6RCN7_HUMAN D6RCQ2_HUMAN D6RJB1_HUMAN E7EMB7_HUMAN F8WBN4_HUMAN F8WDV0_HUMAN H0Y8M5_HUMAN IPO11_HUMAN	16685.999999999953	IPO11	11	0	0	0	2.77	3.99
ENSG00000086205	E9PI29_HUMAN E9PKM3_HUMAN E9PLV0_HUMAN E9PMK6_HUMAN FOLH1_HUMAN	36987.00000000002	FOLH1	1	0	0	0	0.0	0.15
ENSG00000086232	C9J7U7_HUMAN F8WCM0_HUMAN H7C033_HUMAN E2AK1_HUMAN	62036.000000000124	EIF2AK1	6	0	0	0	56.45	62.17
ENSG00000086289	D6RIH7_HUMAN EPDR1_HUMAN	51805.0	EPDR1	1	0	0	0	0.12	9.19
ENSG00000086300	A0A087WUJ3_HUMAN C9JQ16_HUMAN C9JUQ6_HUMAN G5E9H5_HUMAN SNX10_HUMAN	30874.999999999996	SNX10	4	0	0	0	20.94	3.02
ENSG00000086475	SPS1_HUMAN Q5T5U6_HUMAN Q5T5U7_HUMAN	82434.99999999996	SEPHS1	18	0	0	0	10.53	33.98
ENSG00000086504	A2IDC5_HUMAN A2IDC6_HUMAN A2IDC7_HUMAN RM28_HUMAN Q4TT37_HUMAN		MRPL28	91	0	0	0	48.54	60.73
ENSG00000086506	HBAT_HUMAN	3144.0000000000005	HBQ1	2	0	0	0	0.0	0.18
ENSG00000086544	M0R2L7_HUMAN IP3KC_HUMAN	21232.000000000004	ITPKC	26	0	0	0	6.21	7.91
ENSG00000086548	M0QYD3_HUMAN CEAM6_HUMAN	23757.999999999985	CEACAM6	2	0	0	1	0.0	0.0
ENSG00000086570	H0YBK2_HUMAN FAT2_HUMAN	10313.999999999984	FAT2	1	0	0	0	0.01	0.02
ENSG00000086589	E5RHA8_HUMAN E5RJW4_HUMAN RBM22_HUMAN	64851.999999999935	RBM22	159	0	0	0	50.52	20.65
ENSG00000086598	E7EQ72_HUMAN F5GX39_HUMAN TMED2_HUMAN	66431.00000000006	TMED2	13	0	0	0	13.84	58.66
ENSG00000086619	Q5T1H5_HUMAN Q5TAE8_HUMAN ERO1B_HUMAN	14047.000000000013	ERO1B	2	0	0	0	3.63	0.99
ENSG00000086666	H0YK21_HUMAN H0YK54_HUMAN H0YLR2_HUMAN H0YME2_HUMAN H0YMG0_HUMAN H0YMR5_HUMAN H3BM82_HUMAN H3BMJ5_HUMAN H3BP46_HUMAN H3BPX9_HUMAN H3BT16_HUMAN ZFAN6_HUMAN	63530.99999999997	ZFAND6	5	0	0	0	43.48	91.63
ENSG00000086696	H3BNN1_HUMAN H3BQY3_HUMAN H3BRZ6_HUMAN H3BS44_HUMAN H3BV42_HUMAN DHB2_HUMAN	78825.99999999997	HSD17B2	24	0	0	0	0.03	0.0
ENSG00000086712	TXLNG_HUMAN	152013.00000000006	TXLNG	3	0	0	0	9.37	5.22
ENSG00000086717	C9JY08_HUMAN F8WC69_HUMAN H7C592_HUMAN PPE1_HUMAN	58092.99999999999	PPEF1	5	0	0	0	0.15	3.96
ENSG00000086730	C9JA24_HUMAN C9JDY7_HUMAN C9JXP0_HUMAN F8W947_HUMAN NTAL_HUMAN	154634.0	LAT2	13	0	0	0	217.61	0.31
ENSG00000086758	A0A087X146_HUMAN A0A087X1S3_HUMAN A0A1B0GXC7_HUMAN H0Y659_HUMAN HUWE1_HUMAN		HUWE1	26	0	0	0	32.35	48.47
ENSG00000086827	F5H3C1_HUMAN ZW10_HUMAN	89386.99999999977	ZW10	18	0	0	0	3.41	7.05
ENSG00000086848	A0A087WTZ3_HUMAN A0A087WVC0_HUMAN A0A087WX16_HUMAN A0A087WZY8_HUMAN H0YCW6_HUMAN H0YEX8_HUMAN H0YF48_HUMAN ALG9_HUMAN	40624.99999999999	ALG9	1	0	0	0	15.21	35.34
ENSG00000086967	MYPC2_HUMAN	173832.00000000006	MYBPC2	3	0	1	0	1.23	0.17
ENSG00000086991	E9PI95_HUMAN E9PPP2_HUMAN E9PR43_HUMAN NOX4_HUMAN		NOX4	1	0	0	0	0.0	1.2
ENSG00000087008	D6RJ89_HUMAN ACOX3_HUMAN	92434.00000000007	ACOX3	1	0	0	0	3.29	9.44
ENSG00000087053	C9JEX3_HUMAN MTMR2_HUMAN	74442.0	MTMR2	4	0	0	0	3.45	15.67
ENSG00000087074	M0QXL1_HUMAN PR15A_HUMAN	23662.0	PPP1R15A	18	0	0	0	735.97	46.76
ENSG00000087076	M0QY35_HUMAN M0R147_HUMAN M0R2R3_HUMAN DHB14_HUMAN	3666.0	HSD17B14	22	0	0	0	1.78	1.32
ENSG00000087077	H7BZE2_HUMAN TRIP6_HUMAN		TRIP6	125	0	0	0	4.86	8.39
ENSG00000087085	C9J2S3_HUMAN C9JD78_HUMAN C9JUK5_HUMAN C9JZL6_HUMAN F8WAR7_HUMAN F8WD34_HUMAN F8WD68_HUMAN ACES_HUMAN	6316.999999999992	ACHE	18	0	1	0	0.13	12.38
ENSG00000087086	FRIL_HUMAN	13553.999999999998	FTL	28	0	0	0	595.42	946.29
ENSG00000087087	A0A087X0F4_HUMAN A0A0A0MSP6_HUMAN A0A286YEP7_HUMAN C9JUL9_HUMAN H7C0U8_HUMAN H7C1K0_HUMAN H7C3A1_HUMAN SRRT_HUMAN	1578.0000000000016	SRRT	169	0	0	0	139.08	43.4
ENSG00000087088	H0YA56_HUMAN I6LPK7_HUMAN K4JQN1_HUMAN BAX_HUMAN	154645.00000000026	BAX	36	0	0	0	78.02	30.39
ENSG00000087095	H0YD75_HUMAN J3QSE9_HUMAN NLK_HUMAN	6983.999999999999	NLK	27	0	0	0	9.09	14.23
ENSG00000087111	H0Y2N5_HUMAN K7EN97_HUMAN PIGS_HUMAN	234579.99999999988	PIGS	10	0	0	0	31.55	21.49
ENSG00000087116	A0A1B0GTY3_HUMAN ATS2_HUMAN	18490.00000000001	ADAMTS2	1	0	0	0	0.0	4.63
ENSG00000087152	K7EJK2_HUMAN K7EKG9_HUMAN K7EMZ3_HUMAN K7ENU1_HUMAN K7ENZ2_HUMAN AT7L3_HUMAN	50155.999999999854	ATXN7L3	13	0	0	0	45.52	46.36
ENSG00000087157	K7EJP6_HUMAN K7EL44_HUMAN K7ELT9_HUMAN K7EPX0_HUMAN K7EQ89_HUMAN K7EQF5_HUMAN PGPS1_HUMAN U3KQD9_HUMAN	4875.000000000006	PGS1	5	0	0	0	60.78	18.75
ENSG00000087191	J3KRP2_HUMAN J3KTQ9_HUMAN J3QLH6_HUMAN J3QQM1_HUMAN J3QRR3_HUMAN J3QRW1_HUMAN J3QSA9_HUMAN J3QSE0_HUMAN PRS8_HUMAN	46474.99999999996	PSMC5	87	0	0	0	74.28	17.92
ENSG00000087206	D6R9M3_HUMAN D6RC40_HUMAN D6RCQ3_HUMAN D6RDZ5_HUMAN UIMC1_HUMAN	21996.00000000006	UIMC1	47	0	0	0	35.19	16.29
ENSG00000087237	H3BRJ9_HUMAN CETP_HUMAN	117629.00000000006	CETP	7	0	0	0	0.06	0.05
