Ensembl ID	Symbol	Uniprot IDs	Log10 Length	Log10 Degree	Log10 B cell FPKM	Log10 Neuron FPKM	Chromosome
ENSG00000280987	MATR3	A0A0R4J2E8_HUMAN A8MXP9_HUMAN D6R8Z5_HUMAN D6R9N0_HUMAN D6RAM9_HUMAN D6RB45_HUMAN D6RCM3_HUMAN	5.066862404219281	2.161368002234976	1.7120601424610746	2.4382258076045296	5
ENSG00000280987	MATR3	A0A0R4J2E8_HUMAN A8MXP9_HUMAN D6R8Z5_HUMAN D6R9N0_HUMAN D6RAM9_HUMAN D6RB45_HUMAN D6RCM3_HUMAN	5.066862404219281	2.161368002234976	1.7120601424610746	1.4667193716815987	5
ENSG00000280987	MATR3	A0A0R4J2E8_HUMAN A8MXP9_HUMAN D6R8Z5_HUMAN D6R9N0_HUMAN D6RAM9_HUMAN D6RB45_HUMAN D6RCM3_HUMAN	5.066862404219281	2.161368002234976	0.6009728956867482	2.4382258076045296	5
ENSG00000280987	MATR3	A0A0R4J2E8_HUMAN A8MXP9_HUMAN D6R8Z5_HUMAN D6R9N0_HUMAN D6RAM9_HUMAN D6RB45_HUMAN D6RCM3_HUMAN	5.066862404219281	2.161368002234976	0.6009728956867482	1.4667193716815987	5
ENSG00000280987	MATR3	A0A0R4J2E8_HUMAN A8MXP9_HUMAN D6R8Z5_HUMAN D6R9N0_HUMAN D6RAM9_HUMAN D6RB45_HUMAN D6RCM3_HUMAN	5.066862404219281	2.161368002234976	1.7120601424610746	2.4382258076045296	5
ENSG00000280987	MATR3	A0A0R4J2E8_HUMAN A8MXP9_HUMAN D6R8Z5_HUMAN D6R9N0_HUMAN D6RAM9_HUMAN D6RB45_HUMAN D6RCM3_HUMAN	5.066862404219281	2.161368002234976	1.7120601424610746	1.4667193716815987	5
ENSG00000280987	MATR3	A0A0R4J2E8_HUMAN A8MXP9_HUMAN D6R8Z5_HUMAN D6R9N0_HUMAN D6RAM9_HUMAN D6RB45_HUMAN D6RCM3_HUMAN	5.066862404219281	2.161368002234976	0.6009728956867482	2.4382258076045296	5
ENSG00000280987	MATR3	A0A0R4J2E8_HUMAN A8MXP9_HUMAN D6R8Z5_HUMAN D6R9N0_HUMAN D6RAM9_HUMAN D6RB45_HUMAN D6RCM3_HUMAN	5.066862404219281	2.161368002234976	0.6009728956867482	1.4667193716815987	5
ENSG00000280987	MATR3	A0A0R4J2E8_HUMAN A8MXP9_HUMAN D6R8Z5_HUMAN D6R9N0_HUMAN D6RAM9_HUMAN D6RB45_HUMAN D6RCM3_HUMAN	5.066862404219281	2.161368002234976	1.7120601424610746	2.4382258076045296	5
ENSG00000280987	MATR3	A0A0R4J2E8_HUMAN A8MXP9_HUMAN D6R8Z5_HUMAN D6R9N0_HUMAN D6RAM9_HUMAN D6RB45_HUMAN D6RCM3_HUMAN	5.066862404219281	2.161368002234976	1.7120601424610746	1.4667193716815987	5
ENSG00000280987	MATR3	A0A0R4J2E8_HUMAN A8MXP9_HUMAN D6R8Z5_HUMAN D6R9N0_HUMAN D6RAM9_HUMAN D6RB45_HUMAN D6RCM3_HUMAN	5.066862404219281	2.161368002234976	0.6009728956867482	2.4382258076045296	5
ENSG00000280987	MATR3	A0A0R4J2E8_HUMAN A8MXP9_HUMAN D6R8Z5_HUMAN D6R9N0_HUMAN D6RAM9_HUMAN D6RB45_HUMAN D6RCM3_HUMAN	5.066862404219281	2.161368002234976	0.6009728956867482	1.4667193716815987	5
ENSG00000280987	MATR3	A0A0R4J2E8_HUMAN A8MXP9_HUMAN D6R8Z5_HUMAN D6R9N0_HUMAN D6RAM9_HUMAN D6RB45_HUMAN D6RCM3_HUMAN	5.066862404219281	2.161368002234976	1.7120601424610746	2.4382258076045296	5
ENSG00000280987	MATR3	A0A0R4J2E8_HUMAN A8MXP9_HUMAN D6R8Z5_HUMAN D6R9N0_HUMAN D6RAM9_HUMAN D6RB45_HUMAN D6RCM3_HUMAN	5.066862404219281	2.161368002234976	1.7120601424610746	1.4667193716815987	5
ENSG00000280987	MATR3	A0A0R4J2E8_HUMAN A8MXP9_HUMAN D6R8Z5_HUMAN D6R9N0_HUMAN D6RAM9_HUMAN D6RB45_HUMAN D6RCM3_HUMAN	5.066862404219281	2.161368002234976	0.6009728956867482	2.4382258076045296	5
ENSG00000280987	MATR3	A0A0R4J2E8_HUMAN A8MXP9_HUMAN D6R8Z5_HUMAN D6R9N0_HUMAN D6RAM9_HUMAN D6RB45_HUMAN D6RCM3_HUMAN	5.066862404219281	2.161368002234976	0.6009728956867482	1.4667193716815987	5
ENSG00000280987	MATR3	A0A0R4J2E8_HUMAN A8MXP9_HUMAN D6R8Z5_HUMAN D6R9N0_HUMAN D6RAM9_HUMAN D6RB45_HUMAN D6RCM3_HUMAN	5.066862404219281	2.161368002234976	1.7120601424610746	2.4382258076045296	5
ENSG00000280987	MATR3	A0A0R4J2E8_HUMAN A8MXP9_HUMAN D6R8Z5_HUMAN D6R9N0_HUMAN D6RAM9_HUMAN D6RB45_HUMAN D6RCM3_HUMAN	5.066862404219281	2.161368002234976	1.7120601424610746	1.4667193716815987	5
ENSG00000280987	MATR3	A0A0R4J2E8_HUMAN A8MXP9_HUMAN D6R8Z5_HUMAN D6R9N0_HUMAN D6RAM9_HUMAN D6RB45_HUMAN D6RCM3_HUMAN	5.066862404219281	2.161368002234976	0.6009728956867482	2.4382258076045296	5
ENSG00000280987	MATR3	A0A0R4J2E8_HUMAN A8MXP9_HUMAN D6R8Z5_HUMAN D6R9N0_HUMAN D6RAM9_HUMAN D6RB45_HUMAN D6RCM3_HUMAN	5.066862404219281	2.161368002234976	0.6009728956867482	1.4667193716815987	5
ENSG00000015568	RGPD5	C9J1W9_HUMAN	4.363574377010446	0.6989700043360189	0.9400181550076632	1.0519239160461065	2
ENSG00000015592	STMN4	E5RIR6_HUMAN E7EVN3_HUMAN STMN4_HUMAN	4.812498908830492	0.6020599913279624	-0.958607314841775	2.242442036037531	8
ENSG00000015676	NUDCD3	NUDC3_HUMAN	4.054919327123815	0.7781512503836436	1.328787200354535	1.6140531059872192	7
ENSG00000016082	ISL1	D6RBJ1_HUMAN ISL1_HUMAN	5.0482863931061255	1.2041199826559248	-2.0	1.7834032811225635	5
ENSG00000016391	CHDH	C9J7D8_HUMAN C9JYW4_HUMAN CHDH_HUMAN	4.6552345070342955	0.4771212547196624	-1.5228787452803376	0.04532297878665747	3
ENSG00000016402	IL20RA	A0A0U1RQS0_HUMAN A0A0U1RQU9_HUMAN A0A0U1RRA1_HUMAN Q96SH7_HUMAN I20RA_HUMAN	4.53219363716908	0.7781512503836436	-2.0	-2.0	6
ENSG00000016490	CLCA1	CLCA1_HUMAN	4.527333396916821	0.6020599913279624	-2.0	-2.0	1
ENSG00000017260	ATP2C1	B4E2Q0_HUMAN D6R9U9_HUMAN D6REJ1_HUMAN D6RGE9_HUMAN D6RHV9_HUMAN H0Y8X9_HUMAN H0Y9S7_HUMAN H0Y9V7_HUMAN H0YAH2_HUMAN AT2C1_HUMAN	4.062393937253195	0.3010299956639812	1.2335037603411343	1.5558196830611912	3
ENSG00000017427	IGF1	IGF1_HUMAN Q13429_HUMAN	4.068927611682072	1.1760912590556811	-0.7958800173440752	-2.0	12
ENSG00000017797	RALBP1	A0A1W2PRI7_HUMAN E7ENF8_HUMAN J3QLT3_HUMAN RBP1_HUMAN	5.013309210681348	1.6434526764861874	0.8273692730538252	1.2966651902615312	18
ENSG00000018189	RUFY3	D6RCQ1_HUMAN D6REM9_HUMAN D6RH24_HUMAN H0Y8G6_HUMAN H0Y8I0_HUMAN RUFY3_HUMAN	4.800084416861083	0.0	1.27207378750001	2.1201789384711147	4
ENSG00000018236	CNTN1	F8VQW3_HUMAN F8VUI8_HUMAN F8VUI9_HUMAN F8VX96_HUMAN H0YIJ1_HUMAN CNTN1_HUMAN	4.172194128466931	1.3222192947339193	-2.0	1.5946135091600981	12
ENSG00000018408	WWTR1	C9J038_HUMAN C9J337_HUMAN C9J588_HUMAN C9JQS8_HUMAN C9JR84_HUMAN H7C4Q0_HUMAN H7C4Z7_HUMAN WWTR1_HUMAN	5.221820953880042	1.0791812460476249	-0.2365720064370628	0.17609125905568124	3
ENSG00000018510	AGPS	A0A1B0GWA2_HUMAN B8ZZ81_HUMAN ADAS_HUMAN	5.341394951524042	0.4771212547196624	0.08278537031645007	1.161966616364075	2
ENSG00000018625	ATP1A2	B1AKY9_HUMAN H0Y7C1_HUMAN AT1A2_HUMAN	4.435525851498655	0.0	-2.0	-1.5228787452803376	1
ENSG00000018699	TTC27	C9JVS4_HUMAN F8WCH1_HUMAN H7C178_HUMAN H7C329_HUMAN H7C3A3_HUMAN TTC27_HUMAN	4.247973266361806	0.9030899869919436	1.207365037469072	0.5378190950732741	2
ENSG00000019169	MARCO	C9JKT8_HUMAN MARCO_HUMAN	4.312283165791479	0.3010299956639812	-1.3979400086720375	-2.0	2
ENSG00000019505	SYT13	H0YD47_HUMAN H0YE47_HUMAN SYT13_HUMAN	5.143966704603716	0.4771212547196624	-2.0	0.31806333496276146	11
ENSG00000019549	SNAI2	A0A1X7SC17_HUMAN SNAI2_HUMAN	4.052809328140563	0.6020599913279624	-2.0	1.0017337128090005	8
ENSG00000019582	CD74	E7EQJ3_HUMAN E7ER71_HUMAN E7ESL3_HUMAN H0YBZ2_HUMAN H0YBZ8_HUMAN HG2A_HUMAN	3.599118565055363	1.1760912590556811	4.009902378296632	0.6404814369704218	5
ENSG00000019991	HGF	C9JDP4_HUMAN C9JJ35_HUMAN C9JS80_HUMAN C9WSJ3_HUMAN HGF_HUMAN	4.663389930814253	1.230448921378274	-0.7212463990471709	-2.0	7
ENSG00000019995	ZRANB1	ZRAN1_HUMAN	4.85389888974496	1.3222192947339193	0.6646419755561255	1.1661339703051092	10
ENSG00000020129	NCDN	C9J5H8_HUMAN H7C2R2_HUMAN NCDN_HUMAN	4.7832316175680765	0.9030899869919436	0.9890046156985368	1.4815859363676225	1
ENSG00000020181	ADGRA2	H7C1L1_HUMAN AGRA2_HUMAN	3.9913146981766094	0.0	-1.6989700043360187	0.6148972160331346	8
ENSG00000020256	ZFP64	A2A2N5_HUMAN A2A2N6_HUMAN H0Y669_HUMAN ZF64A_HUMAN ZF64B_HUMAN	5.371459474720598	1.3010299956639813	1.0073209529227445	1.2739267801005256	20
ENSG00000020426	MNAT1	H0YJ92_HUMAN H0YJF2_HUMAN MAT1_HUMAN	5.183685428348482	1.4913616938342726	1.037027879755775	1.2427898094786771	14
ENSG00000020577	SAMD4A	G3V2R1_HUMAN SMAG1_HUMAN	4.816976657040524	0.6020599913279624	0.6117233080073418	-0.6989700043360187	14
ENSG00000020633	RUNX3	RUNX3_HUMAN		1.3802112417116061	1.7919010800095712	-1.5228787452803376	1
ENSG00000020922	MRE11	F5GXT0_HUMAN F5H256_HUMAN F5H742_HUMAN F8W7U8_HUMAN MRE11_HUMAN	4.221205517674004	1.7558748556724917	0.6127838567197355	0.7007037171450193	11
ENSG00000021300	PLEKHB1	F5GY87_HUMAN F5GY96_HUMAN F5GYU9_HUMAN F5GZ38_HUMAN F5GZH3_HUMAN F5H0R6_HUMAN F5H114_HUMAN F5H190_HUMAN F5H1B8_HUMAN F5H3M1_HUMAN F5H866_HUMAN PKHB1_HUMAN	4.893933670928024	0.8450980400142568	0.9965116721541788	0.4248816366310669	11
ENSG00000021355	SERPINB1	ILEU_HUMAN	4.580810972660948	0.3010299956639812	1.2214142378423387	0.31175386105575426	6
ENSG00000021488	SLC7A9	K7EKD0_HUMAN BAT1_HUMAN	4.973252579847442	1.6020599913279625	-0.8239087409443187	-0.8538719643217619	19
ENSG00000021574	SPAST	SPAST_HUMAN	4.5939281706820045	0.4771212547196624	0.5910646070264992	1.4099331233312946	2
ENSG00000021645	NRXN3	A0A0A0MR89_HUMAN A0A0C4DGK4_HUMAN A0A0U1RQC5_HUMAN A0A0U1RRJ0_HUMAN G3V247_HUMAN G3V4R9_HUMAN H0YJL2_HUMAN NRX3B_HUMAN NRX3A_HUMAN	4.901043991061346	0.6989700043360189	-2.0	-0.8538719643217619	14
ENSG00000021762	OSBPL5	E9PIJ6_HUMAN E9PJE6_HUMAN E9PLN3_HUMAN E9PNH0_HUMAN E9PPQ2_HUMAN E9PQB4_HUMAN E9PRA9_HUMAN H0YCD7_HUMAN OSBL5_HUMAN	6.2299167124053225	0.4771212547196624	-0.060480747381381476	1.4605971888976017	11
ENSG00000021776	AQR	H0YH15_HUMAN H0YLN9_HUMAN AQR_HUMAN	5.3041155284208585	2.198657086954422	1.2385478876813278	1.2598326990634836	15
ENSG00000021826	CPS1	C9JTA4_HUMAN E7EWJ3_HUMAN CPSM_HUMAN Q5R211_HUMAN	5.072095421640376	0.6020599913279624	-1.2218487496163564	1.161966616364075	2
ENSG00000021852	C8B	F5GY80_HUMAN F5H7G1_HUMAN CO8B_HUMAN	4.810622266894819	0.6020599913279624	-2.0	-2.0	1
ENSG00000022267	FHL1	A0A0D9SEY7_HUMAN A0A0D9SFB0_HUMAN A0A0D9SFI6_HUMAN A0A0D9SFZ9_HUMAN A0A0D9SG53_HUMAN A0A0D9SGB2_HUMAN A0A0D9SGC5_HUMAN A0A0D9SGD1_HUMAN FHL1_HUMAN Q5JXH7_HUMAN Q5JXH8_HUMAN Q5JXH9_HUMAN Q5JXI0_HUMAN Q5JXI2_HUMAN Q5JXI3_HUMAN Q5JXI8_HUMAN	4.567391067428993	1.3617278360175928	0.6803355134145632	1.632963168167261	X
ENSG00000022355	GABRA1	A0A0U1RQJ3_HUMAN A0A0U1RRB2_HUMAN A0A1B0GU82_HUMAN A0A1B0GV38_HUMAN A0A1B0GVW9_HUMAN E5RHL6_HUMAN E5RJS3_HUMAN E5RK60_HUMAN GBRA1_HUMAN	4.7064190488337685	1.1139433523068367	-2.0	-2.0	5
ENSG00000022556	NLRP2	A0A0G2JLJ4_HUMAN F5GYZ4_HUMAN F5H5B1_HUMAN F5H7Q5_HUMAN H0YH35_HUMAN J3KN39_HUMAN K7EJ90_HUMAN K7ELX1_HUMAN K7EMK2_HUMAN K7EPE6_HUMAN NALP2_HUMAN	5.0049229492965255	1.2552725051033058	0.9925535178321356	1.2043913319192998	19
ENSG00000022840	RNF10	A0A0G2JKT9_HUMAN F5H3A4_HUMAN F5H510_HUMAN F5H5P6_HUMAN F5H5Z1_HUMAN H0YF69_HUMAN H0YFN9_HUMAN H0YFQ9_HUMAN H0YG28_HUMAN H0YGL7_HUMAN H0YGX5_HUMAN RNF10_HUMAN	4.403566602538052	1.4471580313422192	2.0669219720939966	1.5664374921950703	12
ENSG00000022976	ZNF839	ZN839_HUMAN H0YKI3_HUMAN H0YKY1_HUMAN H0YLB6_HUMAN H0YM06_HUMAN H0YM94_HUMAN H0YMU1_HUMAN H0YNU6_HUMAN	4.644586283562751	0.6020599913279624	1.314077991779213	0.7395723444500919	14
ENSG00000023041	ZDHHC6	A0A0D9SEX5_HUMAN ZDHC6_HUMAN	5.430312142715827	0.0	1.3400473176613932	1.1586639808139894	10
ENSG00000023191	RNH1	A0A0J9YXC4_HUMAN E9PIK5_HUMAN E9PIM9_HUMAN E9PLZ3_HUMAN E9PMA9_HUMAN E9PMI1_HUMAN E9PMJ3_HUMAN E9PMN0_HUMAN E9PR82_HUMAN H0YCR7_HUMAN RINI_HUMAN	4.651151972757689	1.0	2.0560659294317527	1.7494270991217489	11
ENSG00000023228	NDUFS1	B4DJ81_HUMAN C9JPQ5_HUMAN F8WDL5_HUMAN NDUS1_HUMAN	4.106836587366795	1.7634279935629371	0.944975908412048	1.825555932290357	2
ENSG00000023287	RB1CC1	E5RH44_HUMAN E5RH63_HUMAN E5RHX0_HUMAN E5RJC1_HUMAN H0YC28_HUMAN H0YC30_HUMAN RBCC1_HUMAN	5.0786815199958495	1.4623979978989559	0.568201724066995	1.5250448070368452	8
ENSG00000023318	ERP44	ERP44_HUMAN	5.091272924792876	0.9542425094393248	0.8779469516291882	1.0086001717619175	9
ENSG00000023330	ALAS1	H7C4H7_HUMAN H7C5B0_HUMAN HEM1_HUMAN	4.341513659870252	1.6989700043360187	1.3360592778663494	1.395675785269936	3
ENSG00000023445	BIRC3	H0YCJ5_HUMAN BIRC3_HUMAN	4.21063950615415	1.4771212547196624	1.8840586470939384	-1.5228787452803376	11
ENSG00000023516	AKAP11	AKA11_HUMAN	3.9843922785242656	1.0	0.8633228601204559	0.983175072037813	13
ENSG00000023572	GLRX2	GLRX2_HUMAN	4.708548365130562	0.4771212547196624	0.3996737214810381	0.2787536009528289	1
ENSG00000023608	SNAPC1	SNPC1_HUMAN	5.100752969451338	1.0	0.271841606536499	0.3541084391474009	14
ENSG00000023697	DERA	E9PJ44_HUMAN E9PJB9_HUMAN E9PMH9_HUMAN E9PML7_HUMAN E9PPK3_HUMAN E9PPM8_HUMAN G3V158_HUMAN DEOC_HUMAN	4.532397627065691	0.0	0.825426117767823	1.6076694366882427	12
ENSG00000023734	STRAP	F5H1G1_HUMAN H0YH33_HUMAN STRAP_HUMAN	4.841741031369729	1.7242758696007892	1.5033820634737327	1.8337206904446333	12
ENSG00000023839	ABCC2	Q5TCZ5_HUMAN MRP2_HUMAN	4.324035392913916	0.6989700043360189	0.1931245983544616	-1.0457574905606752	10
ENSG00000023892	DEF6	H0Y7V7_HUMAN DEFI6_HUMAN	4.191395117112105	1.2552725051033058	2.056485592951116	-0.3872161432802645	6
ENSG00000023902	PLEKHO1	PKHO1_HUMAN Q5T4P9_HUMAN	4.378761175316373	1.041392685158225	1.9662825621674642	1.7144974086498057	1
ENSG00000023909	GCLM	GSH0_HUMAN	5.112078569691156	0.8450980400142568	0.09691001300805642	0.4533183400470376	1
ENSG00000024048	UBR2	UBR2_HUMAN	4.384747559562928	0.9030899869919436	0.8426092396105621	1.0004340774793186	6
ENSG00000024422	EHD2	M0R1B9_HUMAN EHD2_HUMAN	4.363047594521094	0.9542425094393248	-2.0	0.12710479836480765	19
ENSG00000024862	CCDC28A	B4DUJ5_HUMAN CC28A_HUMAN	4.6779261695536105	0.7781512503836436	1.0170333392987805	0.6454222693490919	6
ENSG00000025039	RRAGD	RRAGD_HUMAN	4.296906397977758	0.4771212547196624	-0.6989700043360187	1.06781451116184	6
ENSG00000025156	HSF2	HSF2_HUMAN V9GZ44_HUMAN	5.25141432469233	1.041392685158225	0.8853612200315121	1.6181527333785195	6
ENSG00000025293	PHF20	B0QYY0_HUMAN B0QZ19_HUMAN F8WCQ1_HUMAN Q5JWZ0_HUMAN Q5JXL1_HUMAN PHF20_HUMAN	4.526003086092814	1.3802112417116061	1.5836521085420436	1.2681097298084782	20
ENSG00000025434	NR1H3	B4DXU5_HUMAN B5MBY7_HUMAN C9J2C8_HUMAN C9J4R0_HUMAN C9JBS2_HUMAN C9JCS0_HUMAN C9JEC2_HUMAN C9JJ16_HUMAN C9JTS4_HUMAN E9PID2_HUMAN E9PLL4_HUMAN E9PPA1_HUMAN F8WC63_HUMAN F8WEY6_HUMAN NR1H3_HUMAN	4.5518158223510135	1.414973347970818	0.7774268223893114	0.8543060418010806	11
ENSG00000025708	TYMP	C9JGI3_HUMAN TYPH_HUMAN	4.18346914623151	0.6020599913279624	1.4945719842301983	-0.1870866433571444	22
ENSG00000025770	NCAPH2	A0A0A6YYG7_HUMAN E5RJL4_HUMAN E5RJN3_HUMAN F8WAR3_HUMAN H0YC55_HUMAN CNDH2_HUMAN	3.6339731557896737	1.041392685158225	1.5278875659527047	1.3461573022320084	22
ENSG00000025772	TOMM34	TOM34_HUMAN	4.956331740611275	0.8450980400142568	1.1351326513767748	0.9595183769729982	20
ENSG00000025796	SEC63	A6PVC9_HUMAN F8WB27_HUMAN SEC63_HUMAN	4.2638017079163095	0.9030899869919436	0.9527924430440922	1.2564772062416767	6
ENSG00000025800	KPNA6	IMA7_HUMAN Q5TFJ7_HUMAN S4R3E5_HUMAN	3.9701143222850974	1.1760912590556811	1.001300933020418	1.3293978793610428	1
ENSG00000026025	VIM	A0A1B0GTT5_HUMAN A0A1B0GVG8_HUMAN B0YJC4_HUMAN B0YJC5_HUMAN VIME_HUMAN	4.835887069061132	2.4082399653118496	2.419641886238553	2.0942614427205024	10
ENSG00000026103	FAS	A0A087WTM9_HUMAN H7C5Z8_HUMAN TNR6_HUMAN	4.595330849805336	1.740362689494244	0.9074113607745862	-0.14874165128092473	10
ENSG00000026508	CD44	A0A1W2PR55_HUMAN E9PKC6_HUMAN H0Y2P0_HUMAN H0Y5E4_HUMAN H0YCL4_HUMAN H0YCV9_HUMAN H0YD13_HUMAN H0YD17_HUMAN H0YD90_HUMAN H0YDV8_HUMAN H0YDW7_HUMAN H0YDX6_HUMAN H0YE40_HUMAN H0YEA1_HUMAN H0YES0_HUMAN H0YEU1_HUMAN H0YEV3_HUMAN H0YF08_HUMAN J3KN83_HUMAN CD44_HUMAN Q86UZ1_HUMAN	4.442291586286071	1.8061799739838869	2.312494707189672	0.03342375548694973	11
ENSG00000026559	KCNG1	A0A075B6P6_HUMAN A2A2I8_HUMAN A2A2I9_HUMAN Q5JXL4_HUMAN KCNG1_HUMAN	5.1586127424952775	0.0	1.6157396886191548	0.6201360549737576	20
ENSG00000026652	AGPAT4	G3XAF1_HUMAN H0Y5R3_HUMAN Q5TEE8_HUMAN Q6AI25_HUMAN PLCD_HUMAN	4.289455165670285	0.7781512503836436	0.4996870826184038	1.299725153975637	6
ENSG00000026751	SLAMF7	B4DVL7_HUMAN B4DW98_HUMAN SLAF7_HUMAN R4GND0_HUMAN	4.1132746924643495	0.6989700043360189	0.9731278535996988	-2.0	1
ENSG00000027001	MIPEP	MIPEP_HUMAN	5.560406433998643	0.3010299956639812	0.651278013998144	0.3636119798921442	13
ENSG00000027075	PRKCH	A0A1W2PPU0_HUMAN G3V304_HUMAN G3V3E7_HUMAN G3V4G6_HUMAN G3V4H0_HUMAN G3V4L3_HUMAN G3V4Q6_HUMAN G3V4Q9_HUMAN G3V4X4_HUMAN G3V520_HUMAN G3V5F8_HUMAN G3V5U5_HUMAN G3V5Y6_HUMAN KPCL_HUMAN	5.202027622561918	2.0644579892269186	0.16731733474817606	-0.2596373105057561	14
ENSG00000027644	INSRR	INSRR_HUMAN	4.341750979265175	0.3010299956639812	-2.0	-0.2676062401770315	1
ENSG00000027697	IFNGR1	INGR1_HUMAN Q5TFC9_HUMAN Q5TFD1_HUMAN	4.2777467000273655	1.1139433523068367	1.2340108175871791	1.317436496535099	6
ENSG00000027847	B4GALT7	D6RA33_HUMAN D6RDJ8_HUMAN D6RJI5_HUMAN H0Y9D6_HUMAN B4GT7_HUMAN	4.02612451674545	0.6020599913279624	1.2862318540285531	0.9735896234272567	5
ENSG00000027869	SH2D2A	SH22A_HUMAN	4.0106391167366295	0.9542425094393248	-0.2757241303992109	-2.0	1
ENSG00000028116	VRK2	E7ERS5_HUMAN E9PBU1_HUMAN VRK2_HUMAN	4.625579943366536	0.8450980400142568	0.8621313793130372	0.5024271199844326	2
ENSG00000028137	TNFRSF1B	B5A977_HUMAN TNR1B_HUMAN	5.4018656071996105	2.060697840353612	1.4312028845565166	0.6273658565927327	1
ENSG00000028203	VEZT	F2Z3A6_HUMAN F8VPN9_HUMAN F8VRY3_HUMAN F8VS43_HUMAN F8VUB7_HUMAN F8VUG0_HUMAN F8VVS3_HUMAN F8VXA0_HUMAN F8W048_HUMAN F8W088_HUMAN F8W0S0_HUMAN F8W8C2_HUMAN VEZA_HUMAN	5.043267941372745	0.7781512503836436	1.1550322287909702	1.6914351521440616	12
ENSG00000028277	POU2F2	A0A0D9SF23_HUMAN A0A1B0GUT9_HUMAN A0A1B0GV81_HUMAN A0A1B0GW97_HUMAN B5ME60_HUMAN E9PR37_HUMAN H0YKT2_HUMAN H0YLL6_HUMAN H0YNG1_HUMAN H0YNW1_HUMAN M0R1I6_HUMAN PO2F2_HUMAN U3KQ96_HUMAN U3KQN1_HUMAN	4.9296487854824935	1.3979400086720375	2.0861461906859007	0.3617278360175928	19
ENSG00000028310	BRD9	C9JBY0_HUMAN F2Z2E8_HUMAN H0YAW8_HUMAN H0YBF1_HUMAN H0YBR9_HUMAN H0YBX9_HUMAN BRD9_HUMAN	4.7157360032250635	0.0	1.3066394410242617	1.414639146737009	5
ENSG00000028528	SNX1	H0YK42_HUMAN H0YK43_HUMAN H0YK58_HUMAN H0YKD5_HUMAN H0YKL5_HUMAN H0YKT3_HUMAN J3KPH4_HUMAN SNX1_HUMAN	4.628736226735675	1.4913616938342726	1.7985125330313516	1.0729847446279304	15
ENSG00000028839	TBPL1	TBPL1_HUMAN Q7Z6T9_HUMAN Q7Z6U0_HUMAN Q7Z6U1_HUMAN Q7Z6U2_HUMAN	4.965841143908827	1.2041199826559248	1.2234959409623944	2.1655707406329	6
ENSG00000029153	ARNTL2	H0Y5R1_HUMAN BMAL2_HUMAN	4.582779017765722	0.4771212547196624	-0.6575773191777937	0.4608978427565478	12
ENSG00000029363	BCLAF1	A0A1W2PQ43_HUMAN E9PJA7_HUMAN E9PK09_HUMAN E9PK91_HUMAN E9PKI6_HUMAN E9PQN2_HUMAN H0YF00_HUMAN H0YF14_HUMAN H0YF63_HUMAN BCLF1_HUMAN	4.8087104956747995	1.1139433523068367	1.4583356259919475	1.6290016192869916	6
ENSG00000029534	ANK1	C9JN86_HUMAN H0YAY8_HUMAN H0YBS0_HUMAN ANK1_HUMAN Q6PK32_HUMAN	4.109072080978879	1.2041199826559248	0.7715874808812554	1.5905074620085833	8
ENSG00000029559	IBSP	SIAL_HUMAN	5.386575651439868	0.3010299956639812	-2.0	-2.0	4
ENSG00000029639	TFB1M	TFB1M_HUMAN	5.015141715036791	0.6020599913279624	1.1241780554746752	1.0119931146592571	6
ENSG00000029725	RABEP1	A0A087WZZ3_HUMAN I3L2B8_HUMAN I3L456_HUMAN K7ENJ9_HUMAN RABE1_HUMAN	4.755760552610401	1.3424226808222062	1.2390490931401914	1.4090873694478352	17
ENSG00000029993	HMGB3	E7EQU1_HUMAN E7ES08_HUMAN E9PES6_HUMAN HMGB3_HUMAN		0.0	-0.4202164033831898	1.6338722626583326	X
ENSG00000030066	NUP160	E9PR16_HUMAN E9PSI3_HUMAN G3V198_HUMAN NU160_HUMAN	4.011443562022075	1.2787536009528289	1.2748503200166648	1.0549958615291417	11
ENSG00000030110	BAK1	A0A0A0MRG8_HUMAN BAK_HUMAN	5.123361558746296	1.414973347970818	1.3896975482063858	0.7160033436347992	6
ENSG00000030304	MUSK	A0A087WSY1_HUMAN F6XAJ2_HUMAN MUSK_HUMAN Q5T0B5_HUMAN	3.8891335559667235	0.6020599913279624	-2.0	-1.6989700043360187	9
ENSG00000030419	IKZF2	A0A0A0MSL2_HUMAN A0A0A0MT14_HUMAN B4DWF2_HUMAN E7EPU0_HUMAN E7ES26_HUMAN E7EUI1_HUMAN IKZF2_HUMAN	3.904011883597388	1.1760912590556811	0.2624510897304295	-0.17392519729917352	2
ENSG00000030582	GRN	K7EJY4_HUMAN K7EK92_HUMAN K7EKL3_HUMAN K7ELY1_HUMAN K7EM89_HUMAN K7EMR1_HUMAN K7ENI2_HUMAN K7ENN1_HUMAN K7EPL0_HUMAN K7EQ05_HUMAN K7EQA7_HUMAN K7EQI0_HUMAN K7EQK6_HUMAN K7ERM2_HUMAN GRN_HUMAN	5.183944256109181	1.4623979978989559	2.209059034128797	1.660675788338524	17
ENSG00000031003	FAM13B	D6RAT6_HUMAN D6RBJ3_HUMAN D6RCA0_HUMAN D6RDL7_HUMAN D6RE97_HUMAN FA13B_HUMAN	5.101547747515519	0.6989700043360189	1.0930713063760635	0.6730209071288962	5
ENSG00000031081	ARHGAP31	C9J652_HUMAN RHG31_HUMAN	5.056912470471075	0.6020599913279624	0.4132997640812518	-1.1549019599857433	3
