name,type,path,lines,code_blocks,metadata,structure,code_quality,content_depth,uniqueness,total,grade,recommendation,duplicate_of,issues
rnaseq-analysis,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/rnaseq-analysis.md,302,30,9,8,13,20,11,61,C,FIX_MAJOR,gold:bio-read-qc-rnaseq-qc,bad_description|no_tool_type|no_primary_tool|no_version_compat|flat_format|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks|near_gold_duplicate
algo-complexity-analysis,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-complexity-analysis/SKILL.md,457,28,13,3,14,17,15,62,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-dfa-matching,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-dfa-matching/SKILL.md,472,32,13,3,14,17,15,62,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-suffix-arrays,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-suffix-arrays/SKILL.md,463,22,13,3,14,17,15,62,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-topological-sort,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-topological-sort/SKILL.md,294,14,13,6,14,14,15,62,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
alphafold-structure-prediction,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/alphafold-structure-prediction.md,254,16,9,8,14,20,11,62,C,FIX_MAJOR,gold:bio-structural-biology-modern-structure-prediction,bad_description|no_tool_type|no_primary_tool|no_version_compat|flat_format|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks|near_gold_duplicate
atac-seq-analysis,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/atac-seq-analysis.md,257,14,9,8,14,20,11,62,C,FIX_MAJOR,gold:bio-atac-seq-atac-peak-calling,bad_description|no_tool_type|no_primary_tool|no_version_compat|flat_format|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks|near_gold_duplicate
bio-applied-trajectory-analysis,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-trajectory-analysis/SKILL.md,320,10,11,8,11,17,15,62,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
foundations-bash-scripting,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/foundations-bash-scripting/SKILL.md,530,32,11,8,11,17,15,62,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
foundations-statistics-python,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/foundations-statistics-python/SKILL.md,292,14,11,11,7,18,15,62,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_goal_approach|untagged_code_blocks|needs_r_coverage|no_function_defs
genomic-llm-embeddings,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/genomic-llm-embeddings.md,76,8,9,8,13,17,15,62,C,FIX_MAJOR,,bad_description|no_tool_type|no_primary_tool|no_version_compat|flat_format|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks
python-bio-generators,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-generators/SKILL.md,389,22,11,3,13,20,15,62,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
python-bio-sequences,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-sequences/SKILL.md,410,38,11,8,11,17,15,62,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
algo-basic-algorithms,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-basic-algorithms/SKILL.md,426,24,11,3,14,20,15,63,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-binary-search-trees,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-binary-search-trees/SKILL.md,473,6,13,3,14,18,15,63,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-hash-tables-bloom,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-hash-tables-bloom/SKILL.md,478,18,13,3,14,18,15,63,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-linked-lists,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-linked-lists/SKILL.md,444,6,13,3,14,18,15,63,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-rabin-karp,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-rabin-karp/SKILL.md,451,30,11,3,14,20,15,63,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-suffix-trees,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-suffix-trees/SKILL.md,405,18,13,3,14,18,15,63,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-assembly-binning,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-assembly-binning/SKILL.md,343,16,11,8,11,18,15,63,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-bio-data-formats,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-bio-data-formats/SKILL.md,397,22,13,3,14,18,15,63,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-cell-type-annotation,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-cell-type-annotation/SKILL.md,328,12,11,8,11,18,15,63,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-chipseq-pipeline,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-chipseq-pipeline/SKILL.md,240,10,11,8,11,18,15,63,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-dimensionality-reduction,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-dimensionality-reduction/SKILL.md,319,8,11,8,11,18,15,63,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-dmr-analysis,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-dmr-analysis/SKILL.md,264,6,11,8,11,18,15,63,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-gene-regulatory-networks,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-gene-regulatory-networks/SKILL.md,324,12,11,8,11,18,15,63,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-isoform-analysis,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-isoform-analysis/SKILL.md,339,12,11,8,11,18,15,63,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-lncrna-classification,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-lncrna-classification/SKILL.md,295,12,11,8,11,18,15,63,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-molecular-evolution,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-molecular-evolution/SKILL.md,352,18,13,5,14,16,15,63,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-molecular-modeling,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-molecular-modeling/SKILL.md,316,12,11,5,14,18,15,63,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-network-modules,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-network-modules/SKILL.md,363,12,11,8,11,18,15,63,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-ont-processing,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-ont-processing/SKILL.md,214,12,11,8,11,18,15,63,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-ppi-networks,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-ppi-networks/SKILL.md,350,14,11,8,11,18,15,63,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-scatac-chromatin,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-scatac-chromatin/SKILL.md,299,10,11,8,11,18,15,63,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-statistics-for-bioinformatics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-statistics-for-bioinformatics/SKILL.md,353,18,13,8,7,20,15,63,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|needs_r_coverage|no_function_defs
bio-applied-structural-methods,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-structural-methods/SKILL.md,279,12,13,5,14,16,15,63,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-taxonomic-profiling,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-taxonomic-profiling/SKILL.md,325,14,11,8,11,18,15,63,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-core-sequence-motifs,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-sequence-motifs/SKILL.md,414,18,11,3,14,20,15,63,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
clinical-modeling-workflows,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/clinical-modeling-workflows.md,370,28,11,8,13,20,11,63,C,FIX_MAJOR,gold:bio-workflows-metabolic-modeling-pipeline,no_tool_type|no_primary_tool|no_version_compat|flat_format|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks|near_gold_duplicate
foundations-probability,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/foundations-probability/SKILL.md,313,16,11,8,11,18,15,63,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
long-read-sequencing,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/long-read-sequencing.md,197,16,11,8,14,19,11,63,C,FIX_MAJOR,gold:bio-long-read-sequencing-long-read-alignment,no_tool_type|no_primary_tool|no_version_compat|flat_format|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks|near_gold_duplicate
python-bio-decorators,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-decorators/SKILL.md,434,28,11,3,14,20,15,63,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
python-bio-functions,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-functions/SKILL.md,372,30,11,6,14,17,15,63,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
python-bio-sql-for-bioinformatics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-sql-for-bioinformatics/SKILL.md,307,18,13,6,12,17,15,63,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
algo-stacks-queues,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-stacks-queues/SKILL.md,538,18,11,6,14,18,15,64,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-biochemistry,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-biochemistry/SKILL.md,363,18,11,6,14,18,15,64,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-epigenetic-clocks,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-epigenetic-clocks/SKILL.md,275,4,11,8,12,18,15,64,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-immune-repertoire,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-immune-repertoire/SKILL.md,334,14,11,8,13,17,15,64,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-core-gene-ontology,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-gene-ontology/SKILL.md,293,12,11,6,14,18,15,64,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_prerequisites|no_goal_approach|untagged_code_blocks
python-bio-lists,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-lists/SKILL.md,376,36,11,6,14,18,15,64,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
python-bio-variables,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-variables/SKILL.md,395,48,11,9,12,17,15,64,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks|no_function_defs
rnaseq,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/rnaseq.md,221,20,11,8,14,20,11,64,C,FIX_MAJOR,gold:bio-read-qc-rnaseq-qc,no_tool_type|no_primary_tool|no_version_compat|flat_format|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks|near_gold_duplicate
algo-aho-corasick,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-aho-corasick/SKILL.md,557,22,13,3,14,20,15,65,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-dijkstra,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-dijkstra/SKILL.md,278,12,13,6,14,17,15,65,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-dynamic-arrays,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-dynamic-arrays/SKILL.md,451,12,13,3,14,20,15,65,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-mst-kruskal-prim,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-mst-kruskal-prim/SKILL.md,265,14,13,6,14,17,15,65,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-naive-pattern-matching,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-naive-pattern-matching/SKILL.md,458,34,13,3,14,20,15,65,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-red-black-trees,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-red-black-trees/SKILL.md,519,14,13,3,14,20,15,65,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-sequence-alignment,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-sequence-alignment/SKILL.md,294,8,13,6,14,17,15,65,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-tries,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-tries/SKILL.md,505,24,13,3,14,20,15,65,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-capstone-project,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-capstone-project/SKILL.md,377,18,11,8,11,20,15,65,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-deep-learning-for-biology,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-deep-learning-for-biology/SKILL.md,351,20,13,5,14,18,15,65,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-genome-assembly,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-genome-assembly/SKILL.md,367,10,11,6,17,16,15,65,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|untagged_code_blocks
bio-applied-hla-typing,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-hla-typing/SKILL.md,293,10,11,8,11,20,15,65,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-applied-mageck-gene-essentiality,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-mageck-gene-essentiality/SKILL.md,218,8,11,8,13,18,15,65,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-phylodynamics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-phylodynamics/SKILL.md,358,10,11,8,13,18,15,65,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-variant-surveillance,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-variant-surveillance/SKILL.md,367,10,11,8,13,18,15,65,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-viral-genome-assembly,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-viral-genome-assembly/SKILL.md,361,8,11,8,13,18,15,65,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-core-biopython-essentials,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-biopython-essentials/SKILL.md,339,26,13,8,12,17,15,65,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
bio-core-comparative-genomics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-comparative-genomics/SKILL.md,380,14,13,6,14,17,15,65,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-core-hic-analysis,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-hic-analysis/SKILL.md,278,12,11,5,14,20,15,65,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-core-multiple-sequence-alignment,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-core-multiple-sequence-alignment/SKILL.md,349,10,13,6,14,17,15,65,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bioinformatics-workflows-cicd,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bioinformatics-workflows-cicd.md,395,28,9,8,13,20,15,65,C,FIX_MAJOR,,bad_description|no_tool_type|no_primary_tool|no_version_compat|flat_format|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks
document-rag,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/document-rag.md,147,10,9,8,14,19,15,65,C,FIX_MAJOR,,bad_description|no_tool_type|no_primary_tool|no_version_compat|flat_format|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks
foundations-git-version-control,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/foundations-git-version-control/SKILL.md,428,28,11,8,11,20,15,65,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
foundations-linux-fundamentals,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/foundations-linux-fundamentals/SKILL.md,382,32,11,8,11,20,15,65,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
metagenomics-amplicon,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/metagenomics-amplicon.md,302,30,9,8,13,20,15,65,C,FIX_MAJOR,,bad_description|no_tool_type|no_primary_tool|no_version_compat|flat_format|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks
python-bio-error-handling,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-error-handling/SKILL.md,416,16,13,6,14,17,15,65,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
python-bio-python-introduction,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/python-bio-python-introduction/SKILL.md,330,20,13,6,11,20,15,65,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks|no_function_defs
vision-language-models,flat,/Users/pavel/Documents/Python-scripts-for-everything/Skills/vision-language-models.md,147,10,9,8,14,19,15,65,C,FIX_MAJOR,,bad_description|no_tool_type|no_primary_tool|no_version_compat|flat_format|duplicate_h1|no_prerequisites|no_goal_approach|untagged_code_blocks
ai-science-enformer-regulatory,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/ai-science-enformer-regulatory/SKILL.md,197,10,11,11,13,16,15,66,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_goal_approach|untagged_code_blocks
ai-science-splicing-models,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/ai-science-splicing-models/SKILL.md,174,8,11,11,13,16,15,66,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_goal_approach|untagged_code_blocks
algo-avl-trees,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-avl-trees/SKILL.md,710,22,11,6,14,20,15,66,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-comparison-sorts,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-comparison-sorts/SKILL.md,423,20,11,6,14,20,15,66,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
algo-linear-sorts,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/algo-linear-sorts/SKILL.md,479,16,13,6,14,18,15,66,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-assembly-sv,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-assembly-sv/SKILL.md,221,8,11,8,14,18,15,66,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-cancer-transcriptomics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-cancer-transcriptomics/SKILL.md,349,16,13,5,13,20,15,66,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_learning_objectives|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-cite-seq-integration,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-cite-seq-integration/SKILL.md,270,8,11,8,14,18,15,66,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-data-harmonization,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-data-harmonization/SKILL.md,302,6,11,8,14,18,15,66,C,FIX_MAJOR,,bad_description|no_primary_tool|no_version_compat|duplicate_h1|no_pitfalls|no_goal_approach|untagged_code_blocks
bio-applied-enzyme-kinetics,directory,/Users/pavel/Documents/Python-scripts-for-everything/Skills/bio-applied-enzyme-kinetics/SKILL.md,357,18,13,6,14,18,15,66,C,FIX_MAJOR,,no_primary_tool|no_version_compat|duplicate_h1|no_prerequisites|no_pitfalls|no_goal_approach|untagged_code_blocks
