Ensembl ID	Uniprot IDs	Length
ENSG00000117266	A0A0A0MSJ6_HUMAN D6R9B0_HUMAN D6R9X1_HUMAN D6RA44_HUMAN D6RGH0_HUMAN CDK18_HUMAN	23.34105031092716
ENSG00000117280	E9PL56_HUMAN RAB7L_HUMAN	18.794723131679966
ENSG00000117281	A0A0B4J2A1_HUMAN B8PRF2_HUMAN BY55_HUMAN Q5T2V6_HUMAN	
ENSG00000117298	B4DKB2_HUMAN E9PHZ1_HUMAN E9PJG1_HUMAN E9PN99_HUMAN ECE1_HUMAN	21.170063748505815
ENSG00000117305	D6REN8_HUMAN H0Y2L7_HUMAN HMGCL_HUMAN	26.422526885565183
ENSG00000117308	GALE_HUMAN Q5QPP1_HUMAN Q5QPP3_HUMAN Q5QPP4_HUMAN Q5QPP9_HUMAN	11.045568344128398
ENSG00000117318	ID3_HUMAN	14.142403199343658
ENSG00000117322	A0A1W2PPV2_HUMAN CR2_HUMAN Q5SR47_HUMAN	21.841598170726186
ENSG00000117335	MCP_HUMAN R4GN18_HUMAN	21.053020169988866
ENSG00000117360	PRPF3_HUMAN	13.444422281742005
ENSG00000117362	Q5TB21_HUMAN APH1A_HUMAN	20.5920003851754
ENSG00000117385	E2QRI1_HUMAN H7C2W6_HUMAN P3H1_HUMAN	20.840970092856313
ENSG00000117394	A0A0D9SFK9_HUMAN A0A0D9SG74_HUMAN A0A1W2PQ59_HUMAN A6NL68_HUMAN GTR1_HUMAN	18.966645284777037
ENSG00000117395	H7C2Q8_HUMAN EBP2_HUMAN	13.494464603000234
ENSG00000117399	CDC20_HUMAN	25.61497451831126
ENSG00000117400	TPOR_HUMAN Q5JUY5_HUMAN	13.243296794584996
ENSG00000117407	E9PIK2_HUMAN E9PLG3_HUMAN E9PN22_HUMAN ARTN_HUMAN	17.751317999768446
ENSG00000117408	IPO13_HUMAN Q5T4X2_HUMAN	13.15220722192903
ENSG00000117410	E9PKB6_HUMAN E9PMR1_HUMAN E9PNL3_HUMAN E9PNU0_HUMAN H0YCC5_HUMAN VATO_HUMAN	19.02656961143946
ENSG00000117411	B4GT2_HUMAN	26.623547157122083
ENSG00000117419	F6QUN3_HUMAN F6UGJ8_HUMAN H0Y4B0_HUMAN ERI3_HUMAN	17.03647441159234
ENSG00000117425	H0Y7J2_HUMAN PTC2_HUMAN	18.735734388749346
ENSG00000117448	AK1A1_HUMAN Q5T621_HUMAN V9GYG2_HUMAN V9GYP9_HUMAN	19.390752883879706
ENSG00000117450	A0A0A0MRQ5_HUMAN A0A0A0MSI0_HUMAN PRDX1_HUMAN	25.011040783770657
ENSG00000117461	Q5T4P3_HUMAN P55G_HUMAN	16.973261187955845
ENSG00000117472	TSN1_HUMAN	20.18527153738759
ENSG00000117475	Q5T532_HUMAN Q5T534_HUMAN GO45_HUMAN	16.626305913604032
ENSG00000117477	CC181_HUMAN X6RJ50_HUMAN	19.202890409684006
ENSG00000117479	S19A2_HUMAN	23.545300761891998
ENSG00000117480	A0A087WYA0_HUMAN FAAH1_HUMAN	19.668207530416577
ENSG00000117481	A0A087WT36_HUMAN A0A087WUV3_HUMAN A0A087X0V6_HUMAN M0R1K5_HUMAN Q6ZRQ1_HUMAN NSUN4_HUMAN	18.750417631317436
ENSG00000117500	B1AKT3_HUMAN M0R072_HUMAN TMED5_HUMAN	26.458267787501452
ENSG00000117501	H0Y687_HUMAN MROH9_HUMAN	20.50069358994918
ENSG00000117505	NC2B_HUMAN	20.417180302303915
ENSG00000117519	E9PDU6_HUMAN CNN3_HUMAN	19.454129391088504
ENSG00000117523	A0A0A0MS30_HUMAN E7EPN9_HUMAN H7C5N8_HUMAN PRC2C_HUMAN	17.13624894458172
ENSG00000117525	TF_HUMAN	25.663775672552056
ENSG00000117528	ABCD3_HUMAN	21.712839879776958
ENSG00000117533	VAMP4_HUMAN	25.339198143225016
ENSG00000117543	Q96DC6_HUMAN DPH5_HUMAN	15.503025172920907
ENSG00000117560	TNFL6_HUMAN	
ENSG00000117569	PTBP2_HUMAN	19.449139289556573
ENSG00000117586	TNFL4_HUMAN	25.41923081874852
ENSG00000117592	PRDX6_HUMAN	20.869391835476158
ENSG00000117593	SYDM_HUMAN	16.83212749145809
ENSG00000117594	A0A087WU76_HUMAN A0A0A0MQV1_HUMAN DHI1_HUMAN	18.9308926826035
ENSG00000117595	B1AJU4_HUMAN IRF6_HUMAN	22.309026739406526
ENSG00000117597	H7C2R4_HUMAN DIEXF_HUMAN	25.932552479934966
ENSG00000117598	PLPR5_HUMAN	20.317066729071772
ENSG00000117600	PLPR4_HUMAN W4VSQ3_HUMAN	17.4095385707486
ENSG00000117601	ANT3_HUMAN Q8TCE1_HUMAN	22.0393244029259
ENSG00000117602	H0YF64_HUMAN RCAN3_HUMAN	16.268366299863896
ENSG00000117614	SYF2_HUMAN	21.37606210493998
ENSG00000117616	H3BMN1_HUMAN H3BMX3_HUMAN H3BP33_HUMAN H3BT33_HUMAN H3BTJ0_HUMAN H3BVB7_HUMAN RSRP1_HUMAN	23.57617147182885
ENSG00000117620	A0A1W2PNF0_HUMAN A0A1W2PNY6_HUMAN A0A1W2PP85_HUMAN A0A1W2PPH4_HUMAN A0A1W2PPW2_HUMAN A0A1W2PQ60_HUMAN A0A1W2PQH2_HUMAN A0A1W2PQL8_HUMAN A0A1W2PR66_HUMAN A0A1W2PRN3_HUMAN A0A1W2PRT7_HUMAN A0A1W2PSD1_HUMAN E9PPQ9_HUMAN S35A3_HUMAN	25.15198971833201
ENSG00000117625	B4DV59_HUMAN E9PPC5_HUMAN E9PQE5_HUMAN E9PR63_HUMAN H0YDD7_HUMAN H0YDR8_HUMAN H0YF22_HUMAN RCOR3_HUMAN	
ENSG00000117632	A2A2D0_HUMAN STMN1_HUMAN	23.020888224401112
ENSG00000117640	C9JF50_HUMAN E9PIF9_HUMAN E9PJP7_HUMAN E9PLD2_HUMAN E9PLU1_HUMAN E9PNJ0_HUMAN E9PPF9_HUMAN E9PPQ0_HUMAN E9PRK5_HUMAN E9PRW1_HUMAN E9PSD6_HUMAN MFR1L_HUMAN	27.653808487581514
ENSG00000117643	A0A087WZ31_HUMAN A6NGN6_HUMAN B1AJZ5_HUMAN MA1C1_HUMAN	17.597574704544137
ENSG00000117650	F6U4U2_HUMAN NEK2_HUMAN	22.006571360652128
ENSG00000117676	A6NND1_HUMAN E9PAN7_HUMAN E9PGT3_HUMAN E9PMM7_HUMAN E9PPC1_HUMAN E9PPN6_HUMAN KS6A1_HUMAN Q5SVM6_HUMAN Q5SVM7_HUMAN	18.221074360302335
ENSG00000117682	E9PI09_HUMAN E9PI64_HUMAN E9PKJ5_HUMAN E9PL99_HUMAN E9PR24_HUMAN E9PRS7_HUMAN E9PSH7_HUMAN H0Y4T1_HUMAN Q5T0A0_HUMAN Q5T0A1_HUMAN Q5T0A2_HUMAN Q5T0A3_HUMAN Q5T0A6_HUMAN DHDDS_HUMAN	17.387796389958
ENSG00000117691	NENF_HUMAN	21.409203274698847
ENSG00000117697	Q5SY74_HUMAN Q5SY76_HUMAN NSL1_HUMAN	23.043158546436004
ENSG00000117707	C9JU29_HUMAN PROX1_HUMAN U3KPY6_HUMAN	23.53447557309783
ENSG00000117713	A0A087WUV6_HUMAN A0A1B0GTU5_HUMAN A0A1B0GVT5_HUMAN E9PQW6_HUMAN H0Y488_HUMAN H0YCU6_HUMAN H0YEW5_HUMAN ARI1A_HUMAN	23.25614992026731
ENSG00000117724	A0A087WTY4_HUMAN CENPF_HUMAN	24.8201294653319
ENSG00000117748	RFA2_HUMAN Q5TEJ0_HUMAN Q5TEJ7_HUMAN	18.993484387363957
ENSG00000117751	A0A0A0MT09_HUMAN PP1R8_HUMAN	19.391242795915094
ENSG00000117758	B1AJQ6_HUMAN STX12_HUMAN	21.15438480601147
ENSG00000117791	F6V6Z1_HUMAN MARC2_HUMAN X1WI34_HUMAN	22.512812468970687
ENSG00000117834	F8WD86_HUMAN H0Y5P9_HUMAN H0YC92_HUMAN SC5A9_HUMAN	28.897756286963165
ENSG00000117859	A0A096LPC8_HUMAN E9PJ80_HUMAN E9PK98_HUMAN E9PKX6_HUMAN E9PLH0_HUMAN E9PNR1_HUMAN G8JLK0_HUMAN H0YCW0_HUMAN H0YDB5_HUMAN H0YE19_HUMAN H0YE93_HUMAN OSBL9_HUMAN	19.816085879631764
ENSG00000117862	TXD12_HUMAN V9GY50_HUMAN V9GYV4_HUMAN	25.297709388745577
ENSG00000117868	A0A087WXU3_HUMAN ESYT2_HUMAN H7BXI1_HUMAN	21.094397372556113
ENSG00000117877	K7EMH2_HUMAN K7EQC8_HUMAN RPA34_HUMAN	21.853910520413702
ENSG00000117899	H0YLI4_HUMAN MESD_HUMAN	13.716629530870083
ENSG00000117906	A8MXP8_HUMAN H0YL43_HUMAN RCN2_HUMAN	25.48534700337852
ENSG00000117971	H3BU02_HUMAN ACHB4_HUMAN	19.317277395358136
ENSG00000117983	H0YDX8_HUMAN MUC5B_HUMAN	16.916811615043628
ENSG00000117984	A0A1B0GV01_HUMAN A0A1B0GV23_HUMAN A0A1B0GVD5_HUMAN A0A1B0GVP3_HUMAN A0A1B0GW44_HUMAN A0A1B0GWE8_HUMAN C9JH19_HUMAN F8W787_HUMAN F8WD96_HUMAN H7C1V0_HUMAN CATD_HUMAN	21.418801405326942
ENSG00000118004	C9JWT5_HUMAN F8WB29_HUMAN COL11_HUMAN	31.90621571998887
ENSG00000118007	C9JJQ0_HUMAN F8WCB3_HUMAN F8WF82_HUMAN H7C595_HUMAN Q68DW7_HUMAN STAG1_HUMAN	22.39502842255232
ENSG00000118017	A4GCT_HUMAN	22.48142493252463
ENSG00000118046	A0A087WT72_HUMAN A0A1B0GUW2_HUMAN K7EMR0_HUMAN K7EP59_HUMAN K7EQN8_HUMAN STK11_HUMAN	15.837994412087346
ENSG00000118058	E9PR05_HUMAN H0YEU4_HUMAN H7BYJ6_HUMAN H7C5V8_HUMAN H7C5W4_HUMAN KMT2A_HUMAN	19.250438538843312
ENSG00000118094	A0A087WTJ4_HUMAN TREA_HUMAN	24.890890374281224
ENSG00000118096	E9PIM8_HUMAN E9PKW0_HUMAN E9PMR8_HUMAN E9PR06_HUMAN E9PRT0_HUMAN E9PSB9_HUMAN IFT46_HUMAN	17.83117592339638
ENSG00000118113	E9PIY7_HUMAN E9PJB3_HUMAN E9PL87_HUMAN H7C1M3_HUMAN MMP8_HUMAN	20.16789687534881
ENSG00000118137	F8W696_HUMAN APOA1_HUMAN	20.99790774914167
ENSG00000118156	A0A075B6F0_HUMAN H7BXG6_HUMAN M0R167_HUMAN ZN541_HUMAN	11.501789377274704
ENSG00000118160	F5H6L7_HUMAN M0R1Z4_HUMAN M0R211_HUMAN NAC2_HUMAN	16.013444409407708
ENSG00000118162	M0QXX4_HUMAN M0QZ83_HUMAN M0R238_HUMAN KPTN_HUMAN	21.90556404248349
ENSG00000118181	E9PK60_HUMAN E9PQK3_HUMAN RS25_HUMAN	23.758935018176647
ENSG00000118193	KIF14_HUMAN	12.400178649571972
ENSG00000118194	A0A0A0MRJ4_HUMAN A0A0A0MRJ5_HUMAN C9JDF8_HUMAN C9JM61_HUMAN E7EPN8_HUMAN E7EPW4_HUMAN TNNT2_HUMAN Q7Z554_HUMAN	22.077821098873773
ENSG00000118197	B7ZBU3_HUMAN B7ZBU4_HUMAN H0Y6Y1_HUMAN H0Y7Z8_HUMAN Q5T1V5_HUMAN DDX59_HUMAN Q5T1W1_HUMAN	18.589529480992724
ENSG00000118200	H0Y4Z1_HUMAN H0YE13_HUMAN CAMP2_HUMAN	28.379477945266185
ENSG00000118217	ATF6A_HUMAN	26.170067640393142
ENSG00000118231	CRGD_HUMAN	24.93589278538092
ENSG00000118242	C9JAG4_HUMAN C9JFU1_HUMAN C9JYV9_HUMAN MREG_HUMAN	12.31301080877577
ENSG00000118245	STP1_HUMAN	19.988740457529424
ENSG00000118246	C9JPI6_HUMAN FAKD2_HUMAN	8.076139290129204
ENSG00000118257	A0A024R3W6_HUMAN A0A024R412_HUMAN C9JH98_HUMAN NRP2_HUMAN Q7LBX6_HUMAN X5D2Q8_HUMAN	24.021952909600667
ENSG00000118260	C9J276_HUMAN C9J4L5_HUMAN C9J896_HUMAN C9JBT4_HUMAN C9JCI4_HUMAN E7EWP8_HUMAN H7C1R5_HUMAN H7C3I0_HUMAN CREB1_HUMAN	
ENSG00000118263	C9JX20_HUMAN E7EQY2_HUMAN E7EUU0_HUMAN E9PHC9_HUMAN KLF7_HUMAN	15.253424367620434
ENSG00000118271	A0A087WT59_HUMAN A0A087WV45_HUMAN TTHY_HUMAN	25.021897826823093
ENSG00000118276	G3XA83_HUMAN J3QQY9_HUMAN B4GT6_HUMAN	17.175973529902947
ENSG00000118292	Q5TB16_HUMAN CA054_HUMAN	23.40254420397746
ENSG00000118298	CAH14_HUMAN U3KPU6_HUMAN U3KQH0_HUMAN	24.716159365773308
ENSG00000118307	F8W8F9_HUMAN G3V2J3_HUMAN G3V333_HUMAN G3V3G6_HUMAN H0YJM7_HUMAN CASC1_HUMAN	15.530058041560029
ENSG00000118308	A0A0G2JL87_HUMAN A0A1B0GU45_HUMAN F5H006_HUMAN F8VRE4_HUMAN F8W9L6_HUMAN G3V2F6_HUMAN G3V3C2_HUMAN G3V513_HUMAN H0YJ39_HUMAN H0YJC6_HUMAN LRMP_HUMAN	30.152964221423847
ENSG00000118322	AT10B_HUMAN Q2YDW8_HUMAN	25.50033020920965
ENSG00000118363	A0A087WUC6_HUMAN E9PI68_HUMAN E9PL01_HUMAN E9PRB9_HUMAN H0YE04_HUMAN SPCS2_HUMAN	19.80721480763963
ENSG00000118369	E9PK78_HUMAN E9PRM2_HUMAN H0YEP1_HUMAN UBP35_HUMAN	20.346654564488897
ENSG00000118402	ELOV4_HUMAN	28.474014879918244
ENSG00000118407	A0A075B6G6_HUMAN FLIP1_HUMAN	20.71940780555408
ENSG00000118412	A0A087WTW5_HUMAN A0A096LP21_HUMAN	20.805326495742815
ENSG00000118418	A0A087WZE9_HUMAN HMGN3_HUMAN	21.94115050210664
ENSG00000118420	D6RD24_HUMAN D6RHY9_HUMAN H0Y359_HUMAN J3KMY4_HUMAN Q4G0X5_HUMAN UBE3D_HUMAN	19.894524099930475
ENSG00000118432	F8W187_HUMAN F8W908_HUMAN CNR1_HUMAN	27.778789969167832
ENSG00000118434	SACA1_HUMAN	25.068750957714006
ENSG00000118454	AN13C_HUMAN	18.64633001766956
ENSG00000118473	F6R8P8_HUMAN Q6ZV33_HUMAN SGIP1_HUMAN	26.9236521359025
ENSG00000118482	A0A1B0GX99_HUMAN D6R9X2_HUMAN D6RBF0_HUMAN D6REP0_HUMAN E7ER40_HUMAN E7EVH3_HUMAN E9PE34_HUMAN H0Y8L0_HUMAN PHF3_HUMAN	28.763111561137325
ENSG00000118491	ZC21B_HUMAN	28.797068198578305
ENSG00000118492	E5RFN4_HUMAN E5RG76_HUMAN E5RGD1_HUMAN E5RIM8_HUMAN F8W7W4_HUMAN H0Y333_HUMAN H0Y334_HUMAN H0YBE5_HUMAN H0YC38_HUMAN ADGB_HUMAN	24.0349002152411
ENSG00000118495	A0A0D9SEQ4_HUMAN A0A0D9SFI7_HUMAN A0A0D9SFM8_HUMAN A0A0D9SGF7_HUMAN A1YLA1_HUMAN A1YLA2_HUMAN Q68DN7_HUMAN PLAL1_HUMAN	19.056389091680877
ENSG00000118496	FBX30_HUMAN	26.28363608056327
ENSG00000118503	A0A087WU80_HUMAN A0A087WVN3_HUMAN A0A087WXL5_HUMAN A0A087X1N1_HUMAN D3TTY5_HUMAN TNAP3_HUMAN Q5VXQ8_HUMAN Q5VXQ9_HUMAN Q5VXR0_HUMAN	27.05765996790367
ENSG00000118507	F5GXD1_HUMAN F5H4P9_HUMAN H0YH01_HUMAN J3KN37_HUMAN AKA7A_HUMAN AKA7G_HUMAN	18.033053921631048
ENSG00000118508	RAB32_HUMAN	21.28963265991093
ENSG00000118513	A0A087WTI6_HUMAN A0A0C4DG19_HUMAN E9PIW4_HUMAN E9PJ96_HUMAN E9PJF1_HUMAN E9PJT2_HUMAN E9PKZ3_HUMAN E9PLN0_HUMAN E9PMQ0_HUMAN E9PMZ0_HUMAN E9PN43_HUMAN E9PN92_HUMAN E9PNH6_HUMAN E9PP87_HUMAN E9PPL8_HUMAN E9PPR4_HUMAN E9PQQ2_HUMAN F8W8G5_HUMAN H0YCN6_HUMAN MYB_HUMAN Q708E1_HUMAN Q708E3_HUMAN Q708E6_HUMAN	16.749024166300728
ENSG00000118514	E9PKV1_HUMAN H0YF40_HUMAN AL8A1_HUMAN	27.08784366425221
ENSG00000118515	E9PJN2_HUMAN E9PP33_HUMAN E9PR89_HUMAN H0YCJ3_HUMAN SGK1_HUMAN Q7Z3I4_HUMAN	20.71509686896249
ENSG00000118518	A0A0G2JLL7_HUMAN RN146_HUMAN V9GYK9_HUMAN V9GYY4_HUMAN V9GZ53_HUMAN	16.722710779191022
ENSG00000118520	ARGI1_HUMAN	19.17942787381964
ENSG00000118523	CTGF_HUMAN	14.825261870955993
ENSG00000118526	TCF21_HUMAN	12.614173015237728
ENSG00000118557	F5GXW3_HUMAN F5GYR2_HUMAN F5H0H9_HUMAN F5H4F8_HUMAN F5H5J2_HUMAN F8W771_HUMAN G3V1Q7_HUMAN H0YFP6_HUMAN PMFBP_HUMAN	24.215557256064482
ENSG00000118564	D6R9Y4_HUMAN D6RB50_HUMAN D6RBW7_HUMAN D6RCR7_HUMAN D6RED6_HUMAN D6RHC3_HUMAN H0Y9Y0_HUMAN H0YAG2_HUMAN FBXL5_HUMAN	23.476220664653862
ENSG00000118579	H0YAA8_HUMAN MED28_HUMAN	28.285849240728087
ENSG00000118596	F8VQS4_HUMAN F8VS95_HUMAN F8VVU7_HUMAN F8VXG4_HUMAN F8VYZ2_HUMAN F8W0N3_HUMAN F8W0U4_HUMAN F8W1M4_HUMAN MOT2_HUMAN	18.729616934278102
ENSG00000118600	F5GXF8_HUMAN G3V1K2_HUMAN TMEM5_HUMAN	21.45172500347807
ENSG00000118620	M0QXG3_HUMAN M0QYF1_HUMAN M0R0L5_HUMAN M0R392_HUMAN ZN430_HUMAN	20.342869254732882
ENSG00000118640	B8ZZT4_HUMAN C9JXZ5_HUMAN VAMP8_HUMAN	
ENSG00000118655	DCR1B_HUMAN	18.915737053323014
ENSG00000118680	ML12B_HUMAN	26.306366196513654
ENSG00000118689	FOXO3_HUMAN	18.089547631520862
ENSG00000118690	A0A0A0MQT2_HUMAN H0Y4P5_HUMAN ARMC2_HUMAN	16.583556924058193
ENSG00000118702	SLIB_HUMAN	
ENSG00000118705	F2Z3K5_HUMAN H0Y5M1_HUMAN RPN2_HUMAN Q5JYR3_HUMAN Q5JYR4_HUMAN Q5JYR7_HUMAN	18.914456342192715
ENSG00000118707	H0YKN5_HUMAN TGIF2_HUMAN U3KQ25_HUMAN U3KQB5_HUMAN U3KQS0_HUMAN	
ENSG00000118729	CASQ2_HUMAN	28.301654874715098
ENSG00000118733	NOE3_HUMAN	23.730734800738645
ENSG00000118762	B4DFN3_HUMAN PKD2_HUMAN	26.84632860630218
ENSG00000118777	H0YAF1_HUMAN H0YAF3_HUMAN ABCG2_HUMAN	23.811583489662905
ENSG00000118785	D6R9C5_HUMAN OSTP_HUMAN	14.363766924991724
ENSG00000118804	STBD1_HUMAN	15.468418789375582
ENSG00000118816	D6RDK3_HUMAN D6REZ3_HUMAN D6RG12_HUMAN D6RH01_HUMAN H0YA27_HUMAN CCNI_HUMAN	21.068403022964823
ENSG00000118849	TIG1_HUMAN	20.222632141043334
ENSG00000118855	C9J5G6_HUMAN C9JAC3_HUMAN C9JBA3_HUMAN C9JCH3_HUMAN C9JZW5_HUMAN H7C4F4_HUMAN H7C593_HUMAN H7C5U3_HUMAN MFSD1_HUMAN	26.278720871456255
ENSG00000118873	F8WDJ2_HUMAN H7C4Y9_HUMAN RBGPR_HUMAN	25.22114474630928
ENSG00000118894	K7EIJ3_HUMAN K7EQE4_HUMAN K7ES84_HUMAN EF2KT_HUMAN	
ENSG00000118898	K7EKI8_HUMAN K7EQ71_HUMAN PEPL_HUMAN	17.390985545821664
ENSG00000118900	K7EJT1_HUMAN K7EQR1_HUMAN K7ER78_HUMAN K7ESM4_HUMAN UBN1_HUMAN	30.46915025522038
ENSG00000118922	KLF12_HUMAN	
ENSG00000118939	A0A087WTB8_HUMAN UCHL3_HUMAN Q5TBK7_HUMAN	25.220255944769484
ENSG00000118946	A0A087WXV2_HUMAN A0A087X099_HUMAN PCD17_HUMAN	22.914958696180484
ENSG00000118960	A0A0D9SFN1_HUMAN B5MC96_HUMAN F6TR53_HUMAN F8WDN8_HUMAN H7BZ19_HUMAN H7BZZ1_HUMAN H7C0Y9_HUMAN H1BP3_HUMAN	26.784359919983032
ENSG00000118961	A0A0A0MSH6_HUMAN B4DRG3_HUMAN B5MCE2_HUMAN B5MCU4_HUMAN B5MDU6_HUMAN C9JHU6_HUMAN C9JUM0_HUMAN D3YTH1_HUMAN LDAH_HUMAN	24.90511556924614
ENSG00000118965	F8WB94_HUMAN H0Y6C0_HUMAN H7BZK8_HUMAN WDR35_HUMAN	20.574585721243867
ENSG00000118971	H0YGD4_HUMAN CCND2_HUMAN	24.36347241535125
ENSG00000118972	FGF23_HUMAN	24.206358228902797
ENSG00000118985	A0A0U1RR08_HUMAN D6RC27_HUMAN H0Y8G1_HUMAN ELL2_HUMAN	16.819880307775787
ENSG00000118997	C9JUY3_HUMAN H7C362_HUMAN DYH7_HUMAN	23.600430728270336
ENSG00000119004	C9J8K7_HUMAN E9PHG5_HUMAN F2Z3K6_HUMAN F8WBE2_HUMAN CP20A_HUMAN Q8WZ13_HUMAN	30.80009416263323
ENSG00000119013	C9JKQ2_HUMAN NDUB3_HUMAN	21.165528030963912
ENSG00000119041	F8WC64_HUMAN H0YFI7_HUMAN H7BZV8_HUMAN H7C0C0_HUMAN H7C143_HUMAN TF3C3_HUMAN	17.601358174215665
ENSG00000119042	C9JR56_HUMAN F8WCV6_HUMAN SATB2_HUMAN	18.978194658165137
ENSG00000119048	D6RDW8_HUMAN H0Y9V2_HUMAN H0YA80_HUMAN UBE2B_HUMAN	28.471434972619356
ENSG00000119121	Q96LV9_HUMAN TRPM6_HUMAN	26.89491668901399
ENSG00000119125	H0YDZ7_HUMAN Q5SZC3_HUMAN Q5SZC5_HUMAN Q5SZC6_HUMAN GUAD_HUMAN	27.568590753741216
ENSG00000119138	KLF9_HUMAN	26.615375403819026
ENSG00000119139	A0A1B0GTW1_HUMAN B1AN86_HUMAN ZO2_HUMAN U3KQJ2_HUMAN	20.37824272712272
ENSG00000119147	B8ZZE5_HUMAN C9JRR0_HUMAN AUGN_HUMAN	18.84247247158303
ENSG00000119185	A8MPU2_HUMAN C9IZZ8_HUMAN C9J0J6_HUMAN C9J5T5_HUMAN C9J6Y2_HUMAN C9JBU8_HUMAN C9JZ07_HUMAN F8WF20_HUMAN G3V1A3_HUMAN ITBP1_HUMAN	17.748888035047028
ENSG00000119203	C9JZH6_HUMAN G5E9W3_HUMAN CPSF3_HUMAN	19.307960406423973
ENSG00000119227	C9JQX2_HUMAN H7C2E0_HUMAN PIGZ_HUMAN	22.372117933579087
ENSG00000119231	C9JHT8_HUMAN H7C2F8_HUMAN H7C424_HUMAN SENP5_HUMAN	22.738624517884023
ENSG00000119242	F5GXK2_HUMAN F5H285_HUMAN F5H2Z7_HUMAN F5H7P8_HUMAN CCD92_HUMAN	23.612167835020028
ENSG00000119280	E5RFY9_HUMAN E5RI90_HUMAN CA198_HUMAN	23.12217719741182
ENSG00000119283	F8W8C1_HUMAN TRI67_HUMAN	20.683593123345386
ENSG00000119285	Q5T3Q7_HUMAN Q6P664_HUMAN HEAT1_HUMAN	25.97691413239044
ENSG00000119314	B1ALY4_HUMAN PTBP3_HUMAN X6R242_HUMAN	22.838315909707063
ENSG00000119318	H0Y579_HUMAN RD23B_HUMAN Q5W0S4_HUMAN Q5W0S5_HUMAN	
ENSG00000119321	A0A0A0MT60_HUMAN FKB15_HUMAN X6RKW4_HUMAN	22.33275879259594
ENSG00000119326	Q5JTQ6_HUMAN Q5JTQ9_HUMAN CTNL1_HUMAN	18.13135516910266
ENSG00000119328	F206A_HUMAN X6R8U7_HUMAN X6REY2_HUMAN	23.86239239225032
ENSG00000119333	A2A3F8_HUMAN A2A3F9_HUMAN WDR34_HUMAN	17.24820286030436
ENSG00000119335	A0A0C4DFV9_HUMAN B2REB7_HUMAN SET_HUMAN	19.37553726804315
ENSG00000119383	A6PVN5_HUMAN A6PVN6_HUMAN A6PVN7_HUMAN A6PVN8_HUMAN A6PVN9_HUMAN B4DDQ6_HUMAN B7ZBP7_HUMAN B7ZBP9_HUMAN B7ZBQ0_HUMAN C9IZ76_HUMAN F6WIT2_HUMAN H0Y562_HUMAN H0Y6E5_HUMAN PTPA_HUMAN Q5T948_HUMAN Q5T949_HUMAN Q68CR8_HUMAN	21.26118106842881
ENSG00000119392	GLE1_HUMAN	21.304103731974905
ENSG00000119396	RAB14_HUMAN X6RFL8_HUMAN	25.447872382859664
ENSG00000119397	Q5JVD1_HUMAN Q5JVD3_HUMAN Q5JVD5_HUMAN Q5JVD6_HUMAN CNTRL_HUMAN	21.971415631440802
ENSG00000119401	TRI32_HUMAN Q5JVY0_HUMAN	21.650081181862536
ENSG00000119402	Q4VXH1_HUMAN FBXW2_HUMAN	17.520120445651052
ENSG00000119403	A0A087X169_HUMAN B0QZ50_HUMAN B0QZ51_HUMAN B0QZ72_HUMAN F5H8K3_HUMAN PHF19_HUMAN X6RER8_HUMAN	25.139574146179893
ENSG00000119408	Q5TBG1_HUMAN Q5TBG2_HUMAN Q5TBG4_HUMAN Q5TBG7_HUMAN Q5TBH0_HUMAN Q5TBH1_HUMAN Q5TBH2_HUMAN NEK6_HUMAN	21.432854501968777
ENSG00000119411	BSPRY_HUMAN	21.833247115411282
ENSG00000119414	PPP6_HUMAN Q5T1S7_HUMAN	19.133667814305248
ENSG00000119421	NDUA8_HUMAN	12.960946713771277
ENSG00000119431	HDHD3_HUMAN	17.949940820402592
ENSG00000119446	RBM18_HUMAN	16.96794767633816
ENSG00000119457	TSCOT_HUMAN S4R3Y2_HUMAN	19.99766653877334
ENSG00000119471	HSDL2_HUMAN	29.82695091230615
ENSG00000119487	B1AMA5_HUMAN B1AMA6_HUMAN B1AMB1_HUMAN B1AMB2_HUMAN E9PGB8_HUMAN H0Y7F8_HUMAN H0Y866_HUMAN SIN1_HUMAN	24.991351100792667
ENSG00000119508	NR4A3_HUMAN	28.47093253550786
ENSG00000119509	INVS_HUMAN	21.98570865973508
ENSG00000119514	A0A087WT76_HUMAN GLT12_HUMAN	33.28628558723234
ENSG00000119522	A0A0A0MS48_HUMAN DEN1A_HUMAN	21.74090297460718
ENSG00000119523	A0A0A0MTE0_HUMAN ALG2_HUMAN	18.27739409496667
ENSG00000119535	E9PK56_HUMAN H0YE86_HUMAN CSF3R_HUMAN	14.338579225850172
ENSG00000119537	K7EQS7_HUMAN K7ERC8_HUMAN KDSR_HUMAN	20.781794013626833
ENSG00000119541	K7EKZ3_HUMAN K7EL71_HUMAN VPS4B_HUMAN	21.48741821281077
ENSG00000119547	ONEC2_HUMAN	18.521488646041036
ENSG00000119559	A0A087WUU5_HUMAN E7EP72_HUMAN K7EK56_HUMAN K7ELZ1_HUMAN K7EQW1_HUMAN K7ER12_HUMAN CS025_HUMAN	22.846698340028972
ENSG00000119574	M0QZ57_HUMAN M0R1I4_HUMAN ZBT45_HUMAN	25.156181092049277
ENSG00000119596	F8VU51_HUMAN H0YI23_HUMAN H0YIQ2_HUMAN YLPM1_HUMAN U3KQT9_HUMAN	19.72984787323463
